BacDMH6301	BacDMH6302	BacDMH6303	BacDMH6304	BacDMH6305	BacDMH6306	BacDMH6307	BacDMH6308	BacDMH6309	BacDMH6310	BacDMH6311	BacDMH6312	BacDMH6313	BacDMH6314	BacDMH6315	BacWMH6302	BacWMH6303	BacWMH6304	BacWMH6305	BacWMH6306	BacWMH6308	BacWMH6309	BacWMH6310	BacWMH6311	BacWMH6312	BacWMH6313	BacWMH6314	BacWMH6315	BacDMH63ZH01	BacDMH63ZH02	BacDMH63ZH03	BacDMH63ZH04	BacDMH63ZH05	BacDMH63ZH06	BacDMH63ZH07	BacDMH63ZH08	BacDMH63ZH09	BacDMH63ZH10	BacDMH63ZH11	BacDMH63ZH12	BacDMH63ZH13	BacDMH63ZH14	BacDMH63ZH15	BacWMH63ZH01	BacWMH63ZH02	BacWMH63ZH03	BacWMH63ZH04	BacWMH63ZH05	BacWMH63ZH06	BacWMH63ZH07	BacWMH63ZH08	BacWMH63ZH09	BacWMH63ZH10	BacWMH63ZH11	BacWMH63ZH12	BacWMH63ZH13	BacWMH63ZH14	BacWMH63ZH15	BacDWYJ01	BacDWYJ03	BacDWYJ04	BacDWYJ06	BacDWYJ08	BacDWYJ09	BacDWYJ11	BacDWYJ12	BacDWYJ13	BacDWYJ14	BacDWYJ15	BacWWYJ01	BacWWYJ02	BacWWYJ03	BacWWYJ04	BacWWYJ05	BacWWYJ06	BacWWYJ08	BacWWYJ09	BacWWYJ10	BacWWYJ11	BacWWYJ12	BacWWYJ13	BacWWYJ15	Bac2DWYJ01	Bac2DWYJ02	Bac2DWYJ03	Bac2DWYJ04	Bac2DWYJ05	Bac2DWYJ06	Bac2DWYJ07	Bac2DWYJ08	Bac2DWYJ09	Bac2DWYJ10	Bac2DWYJ11	Bac2DWYJ12	Bac2DWYJ13	Bac2DWYJ14	Bac2DWYJ15	Bac2WWYJ01	Bac2WWYJ02	Bac2WWYJ03	Bac2WWYJ05	Bac2WWYJ06	Bac2WWYJ07	Bac2WWYJ08	Bac2WWYJ09	Bac2WWYJ12	Bac2WWYJ13	Bac2WWYJ15	Bac2DMH6301	Bac2DMH6302	Bac2DMH6304	Bac2DMH6305	Bac2DMH6306	Bac2DMH6307	Bac2DMH6308	Bac2DMH6312	Bac2WMH6301	Bac2WMH6302	Bac2WMH6303	Bac2WMH6305	Bac2WMH6306	Bac2WMH6307	Bac2WMH6309	Bac2WMH6310	Bac2WMH6311	Bac2WMH6312	Bac2DMH63ZH01	Bac2DMH63ZH02	Bac2DMH63ZH03	Bac2DMH63ZH04	Bac2DMH63ZH05	Bac2DMH63ZH06	Bac2DMH63ZH07	Bac2DMH63ZH08	Bac2DMH63ZH09	Bac2DMH63ZH10	Bac2DMH63ZH11	Bac2DMH63ZH12	Bac2DMH63ZH13	Bac2DMH63ZH14	Bac2DMH63ZH15	Bac2WMH63ZH01	Bac2WMH63ZH02	Bac2WMH63ZH03	Bac2WMH63ZH04	Bac2WMH63ZH05	Bac2WMH63ZH06	Bac2WMH63ZH07	Bac2WMH63ZH08	Bac2WMH63ZH09	Bac2WMH63ZH10	Bac2WMH63ZH11	Bac2WMH63ZH12	Bac2WMH63ZH13	Bac2WMH63ZH14	Bac2WMH63ZH15	BacDBS01	BacDBS02	BacDBS03	BacDBS04	BacDBS05	BacDBS06	BacWBS01	BacWBS02	BacWBS03	BacWBS04	BacWBS05	BacWBS06	Bac2DBS01	Bac2DBS02	Bac2DBS03	Bac2DBS04	Bac2DBS05	Bac2DBS06	Bac2WBS01	Bac2WBS02	Bac2WBS03	Bac2WBS04	Bac2WBS05	Bac2WBS06
OTU_2	2201.71783314908	3024.96223293288	3200.15020653398	2932.69230769231	2792.76563677468	2356.15354174911	1437.31343283582	1769.24185644278	1148.68398117483	2730.95691009842	2909.21288014311	3130.98522967051	3953.59181555341	1957.26301432144	2030.17408123791	816.343107789781	1054.22673656619	1821.69586314664	879.569332291395	2040.50632911392	1484.62177888612	2384.68013468013	1546.3462048246	1892.95143611489	2451.0047134706	670.125378296584	1420.64916000652	2186.12581889976	2903.05302624531	3413.00675675676	3616.73972376148	3097.20899567797	4149.79916515712	2819.53913868991	3426.25126883735	2566.77371348007	1028.88237756383	939.465408805032	3198.60896445131	1455.20581113801	2533.14433419495	1303.77794911334	422.702244811521	787.771446172801	679.3690457598	962.06067189076	234.908883826879	1006.83601991729	368.541313481241	1123.96956246037	152.748757115066	753.091684434968	1393.46405228758	431.449846692948	717.24247731253	1407.52163111454	1713.90611160319	957.350272232305	18.5231960932896	17.1911204125869	8.124796880078	102.394217738292	41.1285085504005	5.06072874493927	0	5.38130381303813	1.48434021077631	8.4368768215984	0.738443361394181	463.368816530996	100.681782146821	883.65970051012	580.577974485811	953.909465020576	476.680384087792	1608.81922315046	909.54606141522	315.395870590148	500.862139748748	358.901594190802	1189.08875939532	887.858492186158	7.45503680924425	6.04960677555959	13.9133661070402	2.53292806484296	28.7331301697867	14.1216343438147	15.6817431495543	14.3848366897952	59.5721635526672	8.34492350486787	48.2887156895967	66.135169414749	143.256149202631	39.142425051152	9.12492015694863	2.56739409499358	155.915360233016	231.026252983294	0	6.40732265446224	0	8.01210718418944	30.1645338208409	7.84313725490196	16.1768670800755	8.89046941678521	54.2567621479295	1.56347717323327	32.599837000815	79.8453521600269	283.543856549775	34.9225630124507	8.81127843639859	84.9929172568953	113.663460774183	39.6862021227503	81.7683529517477	43.6334787782626	419.251550930558	29.8449985558872	82.6362995061977	10.4693770720642	488.970214496289	15.527950310559	174.354886918402	41.2487109777819	64.1525791070654	35.9712230215827	38.4204909284952	24.3719535058118	38.5048835462059	3.70267518281959	6.18276245826635	232.2340919647	206.890867128256	184.579014366248	166.971040960083	9.57021054463198	20.3488372093023	1.62087689439987	27.4489620861211	58.3284726272811	93.7734433608402	113.618178908625	48.5862206292314	0	2.37398116641608	10.1729399796541	15.5574762316335	136.049251349092	102.227393617021	90.5532959864937	1.48643626904496	1.5527950310559	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40390284992279	0	1.33351113481798	0	1.6597510373444	0	0	0	0	0	0
OTU_2077	505.99540777277	1.43874541399899	6.00826135936913	2.53036437246964	7.53579502637528	55.4016620498615	15.6716417910448	55.4914961083886	14.8161059787345	138.946323711852	47.7042337507454	4.86933939295569	3.70672399733116	15.1549594604834	15.4738878143133	35.7403947689059	6.55307994757536	8.22436055596677	10.4193800468872	10.9704641350211	20.7813798836243	0.841750841750842	16.7889016523814	7.20057604608369	5.78847267013975	37.1811500216169	56.2714076007177	10.7690927039397	163.36368505624	0	1.65412290133157	2.197641198447	0.787587619122627	14.6716147406576	142.109783712032	19.5817341583771	8.37170364169108	9.43396226415094	6.95517774343122	1028.24858757062	4.16909864087384	9.25212027756361	20.3303684879288	10.0107808409056	4.68530376386069	17.8446737528125	2.84738041002278	17.7230146003882	5.89666101569986	201.331642358909	30.2615462209093	28.1449893390192	1.74291938997821	29.20134326179	9.55261900971183	7.71010023130301	7.38116327133156	3.78100423472474	123.768628441526	178.638164287316	265.680857978551	446.468905285349	384.587632585324	94.4669365721997	123.230396831218	31.5190651906519	995.250111325516	61.3591041570793	1325.50583370256	6.26174076393237	47.5661962898367	4.93664637156492	144.927536231884	40.3292181069959	191.186556927298	12.0575316510206	49.2323097463284	225.979515525931	48.4440430248789	120.190301310408	250.823410184951	556.414219474498	8.38691641039978	0	0	0.844309354947653	3.48280365694384	0	0	0.846166864105602	0	0.927213722763097	0.84717045069468	0	0	0	0	0	0	0	0	1.83066361556064	0	0.890234131576605	0	1.12044817927171	0	0	12.7662969759834	0.781738586616635	0.905551027800417	0	0.883314194859111	0.759186152444579	3.20410124959949	1.66652778935089	0	0	8.08697996226076	0	0	0	2.01551950015116	0	1.01657009250788	0	2.98894091860118	1.874941408081	0.866926744690074	0	0	0	0	0	2.47310498330654	0	0	0.909256228405165	0	0	0	1.62087689439987	0	1.66652778935089	0	0.800128020483277	2.389486260454	0	56.1842209385139	17.5714417830389	0	0	0	0.767400813444862	2.22965440356745	0.77639751552795	20.7943439384487	11.8887215661409	16.5425971877585	17.1453064723532	11.6076610562972	19.0269094862734	6.03500301750151	21.803117845852	9.26140310257004	8.05369127516778	42.0064245119842	44.4393801276208	0	0	1.54750851129681	0	3.58937544867193	0	1.35924969416882	0	0	5.59440559440559	0	0
OTU_7	500.89293307254	50.3560894899647	61.5846789335336	373.650472334683	107.761868877167	176.493866244559	149.253731343284	423.753243009513	559.52588460868	131.50277065586	98.3899821109123	94.9521181626359	71.9104455482245	153.065090550883	392.263056092843	272.926650962554	118.774574049803	72.3743728925076	134.58365893896	55.6962025316456	35.7439733998337	102.693602693603	32.6941769020058	187.214977198176	33.0769866865129	646.779074794639	29.3589952699397	65.5119806156331	42.8494911622924	81.9256756756757	39.6989496319577	28.569335579811	2.36276285736788	93.2079054112367	138.986491762317	566.303751860265	66.9736291335287	6.28930817610063	129.057187017002	100.080710250202	52.5306428750104	571.318427139553	147.395171537484	110.888649314647	94.4869592378572	54.3098766389945	14.9487471526196	146.84783526036	24.3237266897619	103.836398224477	121.046184883637	155.223880597015	54.9019607843137	261.352022193021	376.532399299475	358.091321853851	68.6448184233835	108.892921960073	2407.17352866886	2680.31990432768	1256.09359766006	1111.27842192441	2637.99696947832	1258.43454790823	853.810606616299	2327.79827798278	934.392162683687	577.542567878509	355.191256830601	39.9185973700689	248.136990645315	23.8604574625638	80.7081489195522	27.9835390946502	210.905349794239	15.5025406941693	65.9212283044059	17.0703950577142	109.204368174727	100.993239295551	109.788024660079	151.983513652756	6.52315720808871	42.3472474289171	14.8409238475095	18.5748058088484	3.48280365694384	0.941442289587648	8.25354902608121	1.6923337282112	40.6173842404549	9.27213722763097	9.31887495764148	6.34172857401703	7.20785656365438	255.315363401833	2.73747604708459	5.13478818998716	30.840400925212	46.7780429594272	14.9283439490446	10.0686498855835	10.1001599191987	7.12187305261284	13.7111517367459	3.36134453781513	2.69614451334592	6.22332859174964	16.7557647809782	10.9443402126329	59.7663678348275	15.1285930408472	58.2987368607013	6.07348921955664	39.2502403075937	9.16590284142988	7.9484937604324	17.5357637286571	35.0435798364633	20.8250694168981	78.0468280968581	14.4411283334938	57.4423057543082	27.0458907694992	10.1657009250788	24.8447204968944	114.576068546378	21.5618261929315	19.9393151278717	13.5891286970424	4.26894343649947	89.9887514060742	15.9654395191585	24.0673886883273	14.8386298998392	156.758012076173	176.393010220903	33.6424804509911	14.7838942516741	16.5303636680007	6.78294573643411	26.7444687575979	67.7646251501115	18.3318056828598	8.25206301575394	11.2017922867659	13.5404221425727	22.1361372440509	35.6097174962412	155.368537871081	25.9291270527226	9.12062020217375	18.2845744680851	35.3004374184637	125.6038647343	120.341614906832	21.8340611353712	9.51097725291274	21.269053527118	11.7873981997428	23.2153221125943	16.308779559663	2.0116676725005	0	3.47302616346376	6.71140939597315	4.94193229552755	4.55788514129444	79.7373358348968	2.80780569984557	10.8325595790777	5.3340445392719	1.79468772433597	4.9792531120332	6.79624847084409	5.39859636494511	7.32600732600733	1.3986013986014	5.77533930118395	8.4331253162422
OTU_13	424.355812569096	251.061074742824	346.226060833646	283.400809716599	330.821401657875	470.122675108825	194.776119402985	600.317094263477	406.135610946488	365.561161194277	409.212880143113	406.5898393118	278.745644599303	362.961279078579	187.234042553192	346.844285598245	370.249017038008	273.871206513694	420.248328557784	328.270042194093	295.92684954281	186.026936026936	323.407263409031	252.820225618049	372.943024890432	562.905317769131	485.238949600391	431.661132549583	812.354936618461	369.932432432432	612.02547349268	638.048494615779	677.32535244546	596.357987399672	420.863590224096	720.607817028276	326.496442025952	211.477987421384	472.179289026275	632.768361581921	699.574751938631	534.309946029298	318.509106310885	367.318650854767	377.947836951429	418.961905500815	278.331435079727	445.607224238332	235.129358001032	489.061509194673	175.805173283378	458.848614072495	440.087145969499	176.66812673383	277.822002865786	380.364944744282	487.156775907883	254.083484573503	174.286435968679	87.4504820988116	113.747156321092	219.093510013552	264.088318060466	351.720647773279	266.265678867454	162.207872078721	274.602938993617	146.494861175027	186.826170432728	413.274890419537	456.635484382432	321.70478854698	591.859758743383	426.337448559671	578.703703703704	316.940831969684	457.276368491322	234.921151032352	316.11790787421	245.388531842083	393.547842243054	537.523613257771	32.6157860404436	21.1736237144586	31.5369631759577	43.0597771023303	23.5089246843709	156.27942007155	66.8537471112578	43.1545100693857	86.6504197129705	39.8701900788132	72.0094883090478	53.451712266715	30.6333903955311	99.6352637665688	41.9746327219637	129.225502781344	24.8436563008652	24.8210023866348	40.8041401273885	50.3432494279176	43.7673596498611	92.5843496839669	58.5009140767825	77.3109243697479	62.011323806956	161.806543385491	29.5220617569616	42.2138836772983	23.5443267228108	33.6190956463271	34.4492535995053	34.1633768600061	70.4902274911887	34.9970835763686	84.2540338605834	95.9852330410706	50.3189864318447	70.4085680285601	13.0078046828097	130.932896890344	82.6362995061977	34.8979235735474	42.6959438853309	83.8509316770186	52.8046228952874	48.7484766101059	31.2093628088427	53.5571542765787	54.4290288153682	23.4345706786652	27.2351615326822	87.9385355919652	72.956597007543	34.8351137947051	65.9413122321134	48.1905801054737	20.8713801200104	96.5721245867409	94.9612403100775	52.6784990679958	64.3335048893464	84.9929172568953	150.037509377344	108.817410785726	58.1441656710474	88.5445489762036	94.1679196011712	163.691852399889	66.5514261019879	63.0842897317018	66.4893617021277	89.018494359604	199.925678186548	89.2857142857143	64.4624662091911	31.7032575097091	36.6300366300366	42.863266180883	54.5560069645966	44.396122134638	56.3266948300141	71.9502888913115	72.9335494327391	38.9261744966443	93.8967136150235	91.1577028258888	39.0869293308318	19.654639898919	13.9275766016713	14.6686224829977	32.3043790380474	18.2572614107884	12.2332472475194	17.9953212164837	16.4835164835165	23.7762237762238	20.2136875541438	26.986001011975
OTU_21	393.740964367718	415.078051938709	208.036049568156	277.496626180837	91.1831198191409	83.1024930747922	827.611940298507	38.1954453733064	206.553948056476	173.682904639815	305.605247465713	102.256127252069	199.421751056416	25.0056831097977	255.31914893617	10.5596620908131	49.9672346002621	17.2711571675302	46.0189285404185	68.3544303797468	27.431421446384	42.9292929292929	62.7374745957409	82.4065925274022	73.5962953774911	54.4747081712062	39.9608546729734	10.7690927039397	51.77646848777	43.9189189189189	172.855843189149	24.906600249066	101.598802866819	50.056097350479	89.0138205668775	79.1102059998433	62.7877773126831	20.440251572327	210.97372488408	69.410815173527	75.8775952639039	80.9560524286816	424.396442185515	17.711381487756	3.90441980321724	27.9307937000543	5.69476082004556	64.1404337918812	35.3799660941992	34.8763474952441	11.5282080841559	43.4968017057569	13.9433551198257	0	42.1907339595606	25.7003341043434	44.2869796279894	109.649122807018	63.9892228677275	68.017041632409	36.561585960351	65.5021834061135	61.3319864348077	109.649122807018	45.4778845448544	113.776137761378	150.660531393795	28.3785856726492	53.9063653817752	3.91358797745773	5.54938956714761	19.7465854862597	1.73565911654951	14.8148148148148	14.5747599451303	14.6412884333821	17.5233644859813	6.50300764103398	4.92651284998768	6.67723896168934	5.06713959969597	7.72797527047913	0	1.0082677959266	10.2031351451628	1.68861870989531	2.61210274270788	1.8828845791753	4.95212941564873	0	4.51304269338388	4.63606861381548	0	1.81192244971915	0	2.66880170803309	4.56246007847431	1.71159606332905	5.99674462434678	2.86396181384248	2.98566878980892	0.91533180778032	13.466879892265	1.78046826315321	11.8829981718464	3.36134453781513	2.69614451334592	41.7852062588905	3.98946780499481	1.56347717323327	9.05551027800417	2.52143217347453	4.41657097429556	41.7552383844519	8.81127843639859	134.988750937422	15.1021381448216	1.84586986617443	0.898553329140084	24.791749305831	4.00240144086452	3.85096755559834	6.04655850045349	6.97958471470947	5.08285046253939	44.5134575569358	5.97788183720235	0.937470704040499	1.73385348938015	0	3.2017075773746	0	11.2697220135237	5.55401277422938	2.47310498330654	3.48351137947051	2.47279920870425	0.909256228405165	8.69640838333768	4.35009570210545	8.72093023255814	4.86263068319961	6.86224052153028	9.16590284142988	6.7516879219805	7.2011521843495	7.16845878136201	3.1623053205787	8.70459761019229	5.54887635253861	5.18582541054451	8.36056851865927	1.66223404255319	35.3004374184637	2.97287253808993	2.32919254658385	4.15886878768975	1.58516287548546	5.90807042419946	2.14316330904415	2.32153221125943	0	6.03500301750151	0	0	4.02684563758389	2.47096614776378	1.13947128532361	1.56347717323327	0	7.73754255648406	4.00053340445393	3.58937544867193	4.9792531120332	5.43699877667528	5.39859636494511	5.49450549450549	2.7972027972028	1.44383482529599	3.37325012649688
OTU_107	340.164980015307	14.3874541399899	3.00413067968457	2.53036437246964	0	3.95726157499011	18.6567164179104	1.44133756125685	3.48614258323165	2.48118435199735	20.1252236135957	0	18.5336199866558	1.51549594604834	1382.5918762089	3.24912679717326	1.63826998689384	17.2711571675302	8.68281670573934	5.06329113924051	3.32502078137988	1.68350168350168	1.76725280551383	2.40019201536123	2.48077400148846	0.864677907479464	37.5142717338118	6.28197074396482	8.03427959292983	22.8040540540541	4.96236870399471	0	0.787587619122627	4.31518080607577	0.78082298742875	22.7148116237174	66.9736291335287	28.3018867924528	3.09119010819165	3.22841000807103	50.8630034186609	43.1765612952968	22.0245658619229	62.3748652394887	0	0.775855380557064	0	18.5669676765972	0.737082626962483	3.96322130627774	0.720513005259745	2.55863539445629	2.61437908496732	0	1.5921031682853	1.71335560695622	1.47623265426631	1.5124016938899	37.888355645365	85.2081620449959	79.6230094247644	19.57536515585	53.394905837362	2.53036437246964	1.46702853370498	78.4132841328413	1.48434021077631	46.786316919773	1.47688672278836	8.60989355040701	0.792769938163945	1.64554879052164	6.07480690792328	0	0.857338820301783	16.3637929549565	0.834445927903872	0	0.821085474997947	0	1.68904653323199	0	0	0	0	0	0	0	0.825354902608121	0	2.70782561603033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14995925020375	83.2072617246596	4.41657097429556	7.59186152444579	181.031720602371	7.49937505207899	0	0	0	0	0	0	0	0.872448089338684	0	0	0	5.62482422424299	0.866926744690074	99.1207034372502	0	1.87476565429321	5.63486100676183	2.77700638711469	1.23655249165327	0	0.824266402901418	0	2.6089225150013	0	4.84496124031008	0	0	1.66652778935089	0	0	0	0	1.58265411094405	0	0	0	0	0	8.91861761426979	0.77639751552795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4	338.464155115231	262.571038054816	280.135185880586	279.183535762483	229.841748304446	621.290067273447	697.761194029851	1557.36523493802	2125.6754401255	659.16797618063	230.322003577818	88.459665638695	25.2057231818519	1204.81927710843	533.849129593811	394.768905856551	129.423328964613	125.010280450695	104.193800468872	113.924050632911	51.5378221113882	87.5420875420875	157.285499690731	64.8051844147532	28.1154386835359	166.882836143537	61.9801011254281	39.4866732477789	291.912158543117	103.040540540541	36.3907038292945	158.962713354333	150.429235252422	454.820056960387	524.71304755212	311.741207801363	105.483465885308	4462.2641509434	732.612055641422	295.399515738499	65.8717585258067	1451.04086353123	241.423125794155	107.038348991221	61.6898328908324	103.18876561409	63.3542141230068	58.2327622584184	19.901230927987	104.629042485732	363.138554650911	232.835820895522	153.376906318083	310.994305738064	366.979780289763	134.498415146064	101.860053144376	605.716878402904	2139.42914877494	658.494655803872	4655.50861228469	1399.63860864328	1859.44151814705	1406.88259109312	3100.56480598548	1240.0061500615	615.25901736678	307.56250958736	781.273076355043	46.9630557294928	69.7637545584271	67.4675004113872	256.877549249327	32.0987654320988	270.919067215363	29.2825768667643	112.650200267023	27.6377824743944	174.891206174563	69.2763542275269	220.420572586775	124.506268246608	16.7738328207996	22.1818915103852	13.9133661070402	5.91016548463357	35.6987374836744	19.7702880813406	8.25354902608121	6.76933491284481	26.1756476216265	9.27213722763097	28.8037953236191	16.3073020474724	14.4157131273088	5.33760341606619	10.0374121726435	12.8369704749679	7.71010023130301	10.5011933174224	13.9331210191083	13.7299771167048	14.3085598855315	15.1339802368023	15.5393053016453	38.0952380952381	17.9742967556394	19.5590327169275	6.3831484879917	18.7617260787992	8.14995925020375	38.6619599932762	8.83314194859111	9.86941998177953	12.8164049983979	96.6586117823515	14.3072887687783	9.22934933087217	6.28987330398059	27.7667592225307	20.0120072043226	163.66612111293	34.2638315025698	20.0663060547897	18.2982616651418	12.4223602484472	18.9299591511408	9.37470704040499	6.06848721283052	19.1846522781775	37.3532550693703	18.7476565429321	17.8437265214125	43.5064333981301	77.9028069741561	42.9633070134696	16.4853280580284	20.9128932533188	13.0446125750065	342.787541325909	46.5116279069767	20.2609611799984	14.5822611082518	7.49937505207899	10.5026256564141	8.00128020483277	7.96495420151334	15.8115266028935	21.3658304977447	24.9699435864238	13.828867761452	5.32036178460135	9.97340425531915	7.67400813444862	16.3507989594946	11.6459627329193	6.23830318153462	6.34065150194182	15.3609831029186	10.7158165452207	16.250725478816	8.15438977983148	3.01750150875075	6.54093535375559	4.63070155128502	8.05369127516778	4.94193229552755	3.41841385597083	6.25390869293308	0	3.09501702259362	1.33351113481798	1.79468772433597	1.6597510373444	1.35924969416882	1.79953212164837	1.83150183150183	4.1958041958042	2.88766965059197	1.68662506324844
OTU_1768	312.101369164045	0	0	0.843454790823212	3.01431801055011	0.791452314998021	1.49253731343284	3.60334390314212	0	0	0	0	0.741344799466232	0	0	10.5596620908131	7.37221494102228	8.22436055596677	0.868281670573934	1.68776371308017	1.66251039068994	5.05050505050505	0.883626402756914	8.80070405632451	1.65384933432564	12.970168612192	21.2037188060675	17.0510634479045	0	0	3.30824580266314	0	0	0	0	0	2.51151109250732	2.35849056603774	0	0.807102502017756	0	0	0	10.0107808409056	0	0.775855380557064	0.711845102505695	0.843953076208963	0	0	0.720513005259745	26.4392324093817	6.10021786492375	2.920134326179	1.5921031682853	2.57003341043434	0	1.5124016938899	0	0	0.8124796880078	0	1.44310556317195	0	0	23.0627306273063	20.7807629508683	3.83494400981746	0.738443361394181	11.7407639323732	0	0	3.47131823309902	0	0.857338820301783	0	3.33778371161549	0	0.821085474997947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.922934933087217	0	0	0	0	0	0	0	0	0.996313639533725	0	0	0	0	0	0	0	4.94620996661308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.767400813444862	0	0.77639751552795	0	0	0	0	0	0	0	0	0	0	0	1.13947128532361	1.56347717323327	0	0	0	0	0	0	1.79953212164837	0	0	0	0
OTU_22	221.10723700995	324.437090856773	623.357116034548	275.80971659919	287.113790504898	484.368816778789	218.65671641791	375.468434707408	97.6119923304863	154.660491274502	329.457364341085	1541.95747443597	327.674401364074	162.158066227173	413.152804642166	553.976118918041	345.6749672346	474.545604079283	404.619258487453	445.569620253165	388.196176226101	382.996632996633	497.481664752143	433.634690775262	405.193086909782	199.740596627756	330.288696786821	271.919590774477	152.651312265667	212.837837837838	147.21693821851	52.010841696579	87.4222257226116	70.7689652196427	64.8083079565862	92.4257852275397	108.832147341984	234.276729559748	166.924265842349	235.673930589185	97.5569081964479	69.3909020817271	336.298178737823	321.115046973664	317.819771981883	211.808518892078	362.329157175399	300.447295130391	149.627773273384	402.663284717819	124.648749909936	347.121535181237	316.339869281046	145.276682727405	269.861487024359	517.43339330078	264.24564511367	257.864488808227	330.891639302854	299.723447193363	329.054273643159	2102.09305827436	266.97452918681	150.134952766532	476.050759187266	119.157441574416	129.879768442927	176.407424451603	50.9525919361985	131.49655604258	141.905818931346	274.806648017114	134.513581532587	209.053497942387	162.037037037037	249.763155628284	204.439252336449	301.576979352951	161.753838574596	328.8540188632	218.731526053543	191.482053924094	202.21787345075	245.009074410163	282.90511084315	194.19115163796	156.726164562473	145.923554886085	396.995708154506	230.157387036724	181.424316274032	471.024571163653	538.800406641816	502.808479797065	198.216055500496	418.112267591851	213.523131672598	50.4920838682071	119.078214683458	81.145584725537	63.6942675159236	96.1098398169336	62.2843195017254	68.5480281313986	78.6106032906764	84.0336134453782	53.0241754291363	71.1237553342817	107.71563073486	100.062539086929	156.660327809472	57.1524625987561	98.0478756293614	54.6614029760097	63.2809996795899	122.48979251729	69.9467450918051	238.117212736502	106.92784616767	163.625545418485	222.133279967981	91.4604794454607	163.257079512244	47.9846449136276	154.518654061198	114.906832298137	96.6424230347713	209.993437705072	31.2093628088427	140.687450039968	207.043756670224	471.503562054743	119.271224643125	233.268536517634	96.4510943489551	313.516024152346	83.2509066930432	229.132569558101	224.367336290112	164.433617539586	200.581395348837	132.911905340789	76.3424258020244	169.152570619115	57.0142535633908	45.6072971675468	243.727598566308	102.774922918808	113.951095987972	26.81956903727	96.8020743301642	141.369613133693	102.227393617021	81.3444862251554	269.044964697139	169.254658385093	7.27802037845706	0	4.72645633935957	0	8.12536273940801	4.53021654435082	0	1.0901558922926	1.15767538782125	2.68456375838926	2.47096614776378	1.13947128532361	17.198248905566	26.6741541485329	20.1176106468586	34.6712895052674	23.3309404163676	26.5560165975104	31.2627429658828	23.3939175814288	38.4615384615385	47.5524475524476	50.5342188853595	40.4790015179626
OTU_14	217.705587209797	250.341702035825	72.8501689823507	328.947368421053	225.320271288621	303.126236644242	261.940298507463	357.451715191698	455.813142757539	528.492266975436	143.858079904592	147.703294919656	126.028615909259	285.670985830113	184.912959381044	70.6685078385184	132.699868938401	37.8320585574472	175.392897455935	37.1308016877637	29.925187032419	17.6767676767677	53.9012105681718	67.2053764301144	48.7885553626065	58.7980977086035	46.4850758440711	36.794400071794	162.470987323692	27.027027027027	76.9167149119179	98.893853930115	11.0262266677168	72.495037542073	55.4384321074412	355.604292316128	62.7877773126831	466.981132075472	105.100463678516	150.121065375303	73.3761360793796	166.538164996145	327.827191867853	46.9736639457878	31.2353584257379	28.7066490806114	301.110478359909	31.2262638197316	5.89666101569986	110.970196575777	88.6230996469486	63.1130063965885	40.958605664488	36.5016790772376	242.795733163509	43.6905679773837	47.9775612636552	15.124016938899	370.463921865791	457.433290978399	251.05622359441	378.708025899714	445.919619020131	198.211875843455	448.910731313724	136.070110701107	163.277423185394	113.514342690597	57.5985821887461	35.2222917971196	29.332487712066	49.3664637156492	64.2193873123319	29.6296296296296	79.7325102880658	33.5888381707002	55.9078771695594	29.2635343846529	90.3194022497742	48.4099824722477	54.8940123300397	82.4317362184441	33.5476656415991	44.3637830207703	57.5085799090993	15.1975683890577	34.8280365694384	32.9504801355677	111.422911852096	41.4621763411745	19.8573878508891	162.262401483542	66.9264656048797	57.9815183910129	100.909991891161	77.3952495329597	37.4121726434894	23.9623448866068	37.6938233530369	23.8663484486874	15.9235668789809	43.0205949656751	11.7835199057318	22.2558532894151	16.4533820840951	62.7450980392157	15.2781522422935	21.3371266002845	16.7557647809782	6.25390869293308	13.5832654170062	21.0119347789544	11.4830845331684	8.35104767689037	14.4184556231977	36.6636113657195	46.8961131865511	10.1522842639594	37.7392398238836	1.98333994446648	6.00360216129678	3.85096755559834	40.3103900030233	11.3418251614029	5.08285046253939	0	18.9299591511408	37.49882816162	3.46770697876029	9.59232613908873	12.8068303094984	24.3719535058118	2.81743050338092	25.9187262797371	8.65586744157289	18.578727357176	2.47279920870425	8.18330605564648	15.6535350900078	8.70019140421089	31.0077519379845	37.280168571197	42.031223194373	15.8320139988334	21.7554388597149	10.4016642662826	7.16845878136201	27.6701715550636	89.419957268339	17.5714417830389	28.5220397579948	24.3216538724633	12.4667553191489	36.8352390453534	118.171683389075	27.9503105590062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6597510373444	1.35924969416882	0	0	2.7972027972028	0	0
