FunDMH6301	FunDMH6302	FunDMH6303	FunDMH6304	FunDMH6305	FunDMH6306	FunDMH6307	FunDMH6308	FunDMH6309	FunDMH6310	FunDMH6311	FunDMH6312	FunDMH6313	FunDMH6314	FunDMH6315	FunWMH6301	FunWMH6302	FunWMH6303	FunWMH6304	FunWMH6305	FunWMH6306	FunWMH6307	FunWMH6308	FunWMH6309	FunWMH6310	FunWMH6311	FunWMH6312	FunWMH6313	FunWMH6314	FunWMH6315	FunDMH63ZH01	FunDMH63ZH02	FunDMH63ZH03	FunDMH63ZH04	FunDMH63ZH05	FunDMH63ZH06	FunDMH63ZH07	FunDMH63ZH08	FunDMH63ZH09	FunDMH63ZH10	FunDMH63ZH11	FunDMH63ZH12	FunDMH63ZH13	FunDMH63ZH14	FunDMH63ZH15	FunWMH63ZH01	FunWMH63ZH02	FunWMH63ZH03	FunWMH63ZH04	FunWMH63ZH05	FunWMH63ZH06	FunWMH63ZH07	FunWMH63ZH08	FunWMH63ZH09	FunWMH63ZH10	FunWMH63ZH11	FunWMH63ZH12	FunWMH63ZH13	FunWMH63ZH14	FunWMH63ZH15	FunDWYJ01	FunDWYJ02	FunDWYJ03	FunDWYJ04	FunDWYJ05	FunDWYJ06	FunDWYJ07	FunDWYJ08	FunDWYJ09	FunDWYJ10	FunDWYJ11	FunDWYJ12	FunDWYJ13	FunDWYJ14	FunDWYJ15	FunWWYJ01	FunWWYJ02	FunWWYJ03	FunWWYJ04	FunWWYJ05	FunWWYJ06	FunWWYJ07	FunWWYJ08	FunWWYJ09	FunWWYJ10	FunWWYJ11	FunWWYJ12	FunWWYJ13	FunWWYJ14	FunWWYJ15	Fun2DWYJ01	Fun2DWYJ02	Fun2DWYJ03	Fun2DWYJ04	Fun2DWYJ05	Fun2DWYJ06	Fun2DWYJ07	Fun2DWYJ08	Fun2DWYJ09	Fun2DWYJ10	Fun2DWYJ11	Fun2DWYJ12	Fun2DWYJ13	Fun2DWYJ14	Fun2DWYJ15	Fun2WWYJ01	Fun2WWYJ02	Fun2WWYJ03	Fun2WWYJ04	Fun2WWYJ05	Fun2WWYJ06	Fun2WWYJ07	Fun2WWYJ08	Fun2WWYJ09	Fun2WWYJ10	Fun2WWYJ11	Fun2WWYJ12	Fun2WWYJ13	Fun2WWYJ14	Fun2WWYJ15	Fun2DMH6301	Fun2DMH6302	Fun2DMH6303	Fun2DMH6304	Fun2DMH6305	Fun2DMH6306	Fun2DMH6307	Fun2DMH6308	Fun2DMH6309	Fun2DMH6310	Fun2DMH6311	Fun2DMH6312	Fun2WMH6301	Fun2WMH6302	Fun2WMH6303	Fun2WMH6304	Fun2WMH6305	Fun2WMH6306	Fun2WMH6307	Fun2WMH6308	Fun2WMH6309	Fun2WMH6310	Fun2WMH6311	Fun2WMH6312	Fun2DMH63ZH01	Fun2DMH63ZH02	Fun2DMH63ZH03	Fun2DMH63ZH04	Fun2DMH63ZH05	Fun2DMH63ZH06	Fun2DMH63ZH07	Fun2DMH63ZH08	Fun2DMH63ZH09	Fun2DMH63ZH10	Fun2DMH63ZH11	Fun2DMH63ZH12	Fun2DMH63ZH13	Fun2DMH63ZH14	Fun2DMH63ZH15	Fun2WMH63ZH01	Fun2WMH63ZH02	Fun2WMH63ZH03	Fun2WMH63ZH04	Fun2WMH63ZH05	Fun2WMH63ZH06	Fun2WMH63ZH07	Fun2WMH63ZH08	Fun2WMH63ZH09	Fun2WMH63ZH10	Fun2WMH63ZH11	Fun2WMH63ZH12	Fun2WMH63ZH13	Fun2WMH63ZH14	Fun2WMH63ZH15	FunDBS01	FunDBS02	FunDBS03	FunDBS04	FunDBS05	FunDBS06	FunWBS01	FunWBS02	FunWBS03	FunWBS04	FunWBS05	FunWBS06	Fun2DBS01	Fun2DBS02	Fun2DBS03	Fun2DBS04	Fun2DBS05	Fun2DBS06	Fun2WBS01	Fun2WBS02	Fun2WBS03	Fun2WBS04	Fun2WBS05	Fun2WBS06
bacOTU_5	3045.45454545455	3834.00721232652	3080.45397225725	2842.06156218492	2997.63092897827	5648.97562161834	2482.93311691412	4323.59934158386	4968.95069263839	3676.58598418543	3209.21173235564	4602.37426601991	2676.41996557659	3661.77534359822	2856.43905803527	1423.26431181486	4268.39349683108	1264.5979312646	3416.98841698842	843.458770791554	1275.31582113495	758.89982522307	435.488233703002	1271.4060387562	1596.85215020449	1060.06591780453	2639.84996443122	1865.51465063862	2096.62559023379	1529.52691680261	6033.97651006711	3193.2613144244	5237.46637319638	4771.1093790595	5371.14304847267	5104.20923579894	4495.11400651466	5884.77366255144	3475.04535094656	3075.83857134465	3524.00944633954	5928.17907979446	6725.86735898041	4633.53889943074	2575.62130177515	2070.68327162572	1480.02581099314	1341.35495684018	1123.03290414878	1056.06105077781	4596.38202684303	3766.27998007259	3351.80055401662	1181.16938388005	2186.55739570884	1928.65171862983	1589.76086224318	2071.6604544908	1875.88904694168	582.002214138858	2821.76646136263	6133.33951504474	1495.5266955267	1840.51646840815	436.936053354257	5489.13353488107	1955.89344056296	1549.06479921993	2968.95249901392	2659.00318845444	4165.94360086768	2735.25404914476	3182.67508719012	1446.63996039069	3849.30434258869	841.737781225756	1111.85774837176	206.498058160462	285.799522673031	535.906123460871	1636.56527249683	278.74213836478	855.747126436782	316.889905259719	95.1633473952713	393.835616438356	1091.61454713922	2368.39800297802	607.992019065566	2050.06031363088	0.726058229870036	0	0	0	0	0	0.611246943765281	0.770772313858486	4.52591083955646	1.54714937727238	0	0	13.5286159637668	0	2.22684085510689	0	0	0	1.47318797878609	0.642013353877761	0	0	0	3.36111858026351	0	0	0	0	0	0	0	13.6400836591798	27.3997625353914	1.27323656735421	8.10619110345526	0	7.4763249709254	337.416720395444	7.98316278394659	2.92098729370527	0	0	0	0	0	1.27828198900677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.689797889218459	0	0	0	0.757862826828344	0.492610837438424	0	22.7690047741462	0	0.624726682076591	0	0	0	0	1.39127208644437	14.3489924511822	0	0.804246421103426	0	0	0	0	0	17.9354324432045	0	19.9339687285866	0	11.892177589852	1.42785749982152	0	5.009183503089	0	0	9.16170407695831	10.9759443885484	0	3.45751577491572	0	0	0	0	4.6875	0	0	0	0	0
bacOTU_31	2450.84566596195	0	0	0.593084633177154	2.01623065678714	0	0	1.82893373163446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678610206297503	0	0	0	0	0	0	0	0	0	0	0	0	0.587026709715292	0	0	0	0	0	0	0	1287.72393892028	0	0.790763877906057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490532718532326	0.570776255707763	0	0	0	0	0	667.877602347352	0	10.244666747017	4.03900525070683	5.90128755364807	36.6748166259169	217.357792508093	20.9323376329486	27.0751141022666	65.9467480009892	4.78354460655346	19.9988235986118	50.0108719286801	95.0118764845606	0	5.44827168714813	10.495382031906	4.41956393635828	3.85208012326656	1.9280205655527	0	0.664407680552787	8.73890830868513	17.587707118393	0	0	0	10.5042016806723	9.50054288816504	142.756092855765	143.675547876694	3.65330167138551	6.36618283677107	0	14.4464720194647	377.969762419006	10.7457554266065	0	32.130860230758	1.69923534409516	14.9616607443426	228.815690218758	139.50185157003	1.70881749829118	45.3790106097405	26.4133977745307	1708.8212334114	265.056763517414	0.972951936174353	0	0	2.59902276743944	0	27.4725274725275	15.3456098211903	19.0864815058576	8.93335715561908	6.17919670442842	16.3170163170163	1934.80642804967	112.437055942609	0	114.696244013108	952.580028666985	247.821144372869	134.975369458128	65.6117329216519	0.734484024972457	17.6770302589165	9.37090023114887	0	0	23.6260336389717	0.933271115258983	0.463757362148124	1.87160771102377	27.7089106023042	107.769020427859	116.495484938306	0	1.76574455562095	15.3121319199058	662.451361867704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_8	1260.0422832981	434.378756420063	1143.50567465322	645.276080896744	32.2596905085942	324.031856039881	120.303623430563	1343.0470035969	456.98211347593	1817.46846139917	679.995417048579	254.659177942303	564.948871114711	409.734421824946	212.828850133018	158.343483556638	381.647836869661	310.31031031031	1140.75114075114	108.528960717235	1175.72354789118	500.413945359213	66.946172572356	16.8995042812078	385.42570330896	1275.30772852627	471.447972579706	93.1630353117956	627.087412184729	291.680261011419	858.326342281879	1661.35249607386	1668.86769381267	1965.18576253572	262.710554782877	1214.31490454784	481.813246471227	472.627509664547	1600.07442206614	474.651941490924	1067.43636840724	350.245112515504	445.480292659901	1644.33111954459	2129.70414201183	187.815550319758	72.7400715668446	1653.15197488883	148.783977110157	265.336072791312	402.645399727679	453.348516119849	65.2948159873368	146.009297453022	119.515110124637	105.306750281015	3547.21005950376	12.6247444992185	200.035561877667	472.086035109916	412.089656486126	44.0446937734712	496.969696969697	399.904357702194	23.0482542173401	429.524841708973	360.643377733099	826.611116035812	925.226798895588	144.739050176204	642.082429501085	2385.0850194258	796.964841172589	567.583382094792	515.569475396013	186.190845616757	205.727282125504	281.803542673108	30.4295942720764	91.3147673745971	185.889311364597	13.0817610062893	217.816091954023	29.4021561581183	16.6781124300991	1231.73515981735	81.6539263377345	615.748445300867	3919.5255777864	158.624849215923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642013353877761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52068126520681	0	0	0	0	0	0	0	0	0.854408749145591	0	0	0	0	0	0	0	0	0	0	0.667200427008273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.8708648864089	0.722961249277039	26.7862704790382	0	29.73044397463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67737617135207	0	0
bacOTU_7	267.970401691332	801.005354606054	428.247162673392	734.238775873317	1269.2171984475	286.947534804547	2026.06578507662	126.196427482778	185.234329388037	433.391682259914	1380.61411549038	248.276742404902	316.391616887719	313.113568254624	372.943147108089	107.186358099878	829.429594929733	163.496830163497	193.927693927694	55.4441429751091	110.955150056814	391.868273387913	131.187449283203	1458.9905362776	275.127029371669	469.496199636779	610.489555713639	830.202854996243	378.901301393528	360.195758564437	228.607382550336	368.343406462666	348.740523355344	112.236944660951	532.117653119044	210.169887325588	531.351791530945	516.273849607183	159.542304293223	41.1208365153028	170.558908422986	277.006674148013	134.529147982063	553.842504743833	2308.16568047337	96.2638842140693	242.857980876401	855.349202197227	39.5803528850739	288.817141179924	452.246644621669	185.75190377909	603.482390185991	355.529365547044	174.150589038757	308.820919363427	145.391265296957	92.5814596609354	221.372688477952	381.14818915072	1015.30255889263	1391.34869488618	3669.84126984127	878.713611094507	3522.95017653982	324.567908276767	1754.83789896959	2392.0751706409	244.548374373133	3841.24853163282	1123.10195227766	1236.6920631717	925.15788481478	1291.80357383985	671.565379750647	83.7858805275407	598.573348495813	102.775409680781	47.1360381861575	3567.06057350632	152.091254752852	78.9937106918239	373.563218390805	588.043123162365	40.2236829196507	48.5159817351598	139.564512392865	253.13129543663	49.8808402150418	100.120627261761	13.7951063675307	4.89031717199944	0	14.4630589369652	4.6160060008078	169.527896995708	3.05623471882641	3.08308925543394	0.565738854944558	15.4714937727238	14.0136839502102	5.58080204097903	14.7050173519205	8.69754294411829	4.45368171021378	8.58614768174013	12.1072704158847	5.59753708368318	2.94637595757219	0	0	0.567697984672154	0	0	7.40535036563917	3.16355583676052	0	1.53857989076083	21.0084033613445	4.07166123778502	18.0052729727992	2.72801673183596	10.0465795963102	16.5520753756048	12.1592866551829	41.8187347931873	38.2123276291743	0	7.25742071267871	1.46049364685264	0	5.14307088086778	8.04626602967061	4.56551514229189	8.54408749145591	0.639140994503387	0	11.7096018735363	10.5830286703868	31.1344619575793	39.6609801151798	7.72275316150208	22.3515957999792	20.5566975943108	3.74625374625375	6.00480384307446	179.676187968935	0	0	6.52680652680653	10.0438276113952	3.44898944609229	6.54878847413229	5.04159314343333	5.97228858098423	2.27358848048503	36.4532019704434	31.5193618937347	1.46896804994491	8.31860247478424	3.12363341038296	12.8803735308324	9.87016931136588	23.6260336389717	2.79981334577695	0.927514724296248	2.49547694803169	5.83345486364299	21.7146533697925	2.75728958433859	15.2800463670373	3.53148911124191	2.35571260306243	1.4591439688716	687.524910322838	291.353383458647	708.278826387591	279.932764416861	706.923890063425	279.146141215107	122.240849399274	45.082651527801	126.629655043353	479.685646500593	109.9404489235	92.3808652702826	108.991825613079	101.132336416285	220.399794976935	104.155707522357	192.367359602854	132.868071399812	206.25	328.180092215894	201.545179711119	198.125836680054	86.2223818932998	261.883802816901
bacOTU_9	236.257928118393	638.728007867993	2131.14754098361	118.023842002254	0	90.5830141649948	158.972645247529	102.42028897153	837.004405286344	1.20721917064043	427.360219981668	1232.44830227215	39.4856737875873	1630.15397333884	134.988668834368	317.904993909866	385.781206944062	1721.72172172172	241.312741312741	5119.73575557391	2560.65771004612	1189.40299880416	5175.81823099811	32.6723749436683	528.566117238815	104.257752068339	262.562245359891	187.828700225394	68.5247034435103	1265.90538336052	122.168624161074	140.865178698901	75.3240401076058	395.946999220577	21.6349868644723	58.3805242571078	3.39305103148751	241.301907968575	95.818410158612	111.613699112965	797.690894778273	1488.39407004902	1.18008024545669	5.33681214421252	40.2366863905325	2022.21474251094	34.610195342289	1134.18781061993	519.790176442537	1528.61755209862	336.99669325034	733.755604583304	31.1634349030471	1481.69973155241	106.994479540151	147.311128202094	69.6081733468059	664.302031982686	1055.2987197724	43.4920132848331	81.2750015874024	0.463628355510223	60.6060606060606	67.5473728256321	11.2789329148686	365.638012663282	0.628298567479266	3.5457849481429	58.037978249845	66.2862896459138	2.7114967462039	16.650688733034	33.9334527288152	33.7579331142819	198.156959585617	2372.38169123351	5738.65398531996	7893.34091124372	3994.63007159905	4832.65845797868	5050.69708491762	8278.74213836478	5332.75862068965	3792.2247631493	6498.57745511626	4706.62100456621	375.260597637248	1619.51475869318	724.934877791942	1631.48371531966	5695.20075510056	6267.98938102557	7470.08347440313	6460.76895263348	7492.93174081126	1961.37339055794	5834.35207823961	3330.50716818252	5201.40303236026	5999.07171037364	3890.03379770835	5742.64530016742	4130.34527380742	5096.76016525332	4527.90973871734	6841.72867773326	4181.24583812579	4648.05485586342	6703.00530347672	7611.06831022085	5298.20051413882	7833.66449049106	6972.29419972095	7186.74374831944	2813.10747014718	6605.50458715596	5154.58890080952	7035.92584044927	3080.59587471352	6374.18566775244	416.050414764324	466.490861143948	183.578408987122	214.540361599185	1329.41534096666	256.995133819951	242.565210167802	668.385987534924	555.918426591189	806.192493062655	485.131690739167	166.448475780812	5223.03243650993	3350.58083498199	378.503075871497	3520.38859772466	6553.89457120378	2370.02341920375	5065.4223590533	3366.41369916326	3583.07073780289	4661.64687711169	4944.90071733028	6742.59681093394	2644.85514485514	1283.69362156392	2739.2391733579	1993.92531713418	1319.25849639547	236.363636363636	1517.53104455807	3030.97192522591	3584.99391898213	3587.09352155281	4001.43334925944	4880.63660477454	1617.73399014778	6323.16994725331	3262.57803892765	2359.36362691068	6201.66177297432	560.296248591209	2160.80783539595	2352.47792090904	5748.01679888007	5099.01219681862	6232.45367770915	4869.47644742599	2303.36175004021	4679.80974701868	5896.51720322462	3187.75750441436	722.614840989399	5522.85992217899	9.29985385943935	18.796992481203	9.96698436429328	21.3343677269201	4.62473572938689	21.4178624973228	17.4629784856105	9.18350308899649	11.2282452747801	16.3107947805457	23.8204306000916	41.1597914570566	101.206695212145	42.3545682427176	139.671963095848	76.801683324566	68.259385665529	159.710106026037	81.25	162.73393002441	194.827007054081	72.289156626506	35.9259924555416	85.8274647887324
bacOTU_99	188.689217758985	98.3499071139766	13.6191677175284	12.4547772967202	10.5852109481325	396.3766794334	2.38697665536831	618.789245869658	9.02287564354334	81.487294018229	21.1961503208066	70.8450344651519	23.7926495899565	1.03337811305157	0.985318750615824	5.48112058465286	7.57784513640121	10.01001001001	3.51000351000351	2.94915654122921	10.0260677762182	8.27890718425168	11.4958074114147	4.50653447498873	6.81621018713595	18.1610277796462	18.1077410593029	3.00525920360631	422.664977542324	27.4061990212072	55.5788590604027	23.3188978251559	229.885057471264	9.87269420628735	5.66630608355226	5.25424718313971	46.8241042345277	18.7055742611298	7.90734452765245	3.5246431298831	48.8060876410391	52.5662985056996	79.6554165683266	16.0104364326376	1.42011834319527	4.71221810838102	2.9330674018889	38.1899032173686	1.90748688602766	9.39242735544467	58.8406924722817	17.0806348302612	8.90383854372774	0.654750212793819	19.9191850207729	13.6070520026031	8.42034355001684	0.601178309486594	16.8918918918919	11.8614581685909	17.7789065972443	0.463628355510223	21.3564213564214	4.78211489031024	0.490388387602982	5.70418116479379	1.8848957024378	3.10256182962503	47.8954189440469	1.67813391508642	3.79609544468547	3.02739795146072	4.71297954566877	1.35031732457127	28.3081370836596	1577.96741660202	0	5.20981339395662	1.78997613365155	0.413188992645236	1.58428390367554	1.0062893081761	2.8735632183908	52.9238810846129	4.90532718532326	21.689497716895	39.9583043780403	7.00709468336691	70.9416394169484	56.6948130277443	0	20.9585021657119	12.842215865974	18.0788236712065	0	3.75536480686695	1.22249388753056	3.85386156929243	35.6415478615071	13.9243443954514	3.29733740004946	1.59451486885115	4.11740485853773	5.79836196274552	9.64964370546318	0	0	0	0	0	1.2853470437018	0	1.99322304165836	0	0	2.53084466940842	0.975324295328197	0.769289945380414	1.90985485103132	0.678610206297503	1.92913638994277	12.7307447485678	442.049502237647	2.54647313470843	4.05309555172763	4.56204379562044	2.4921083236418	4.2983021706426	235.866173162058	25.5586388199211	14.4435004248088	206.190387132972	1.00578325370883	1.01455892050931	0	1.27828198900677	37.0911543216815	3.12256049960968	98.6145853376948	1.94590387234871	2.17320438987287	1.93068829037552	0.519804553487889	3.88910495027502	0	30.6912196423806	0.658154534684744	12.5067000178667	24.7167868177137	0	4.56537618699781	1.37959577843692	1.87108242118065	2.52079657171666	0.597228858098423	29.5566502463054	3.44827586206897	0	43.334557473375	4.15930123739212	3.12363341038296	152.954435678635	3.79621896590995	0.562524610451707	12.1325244983668	1.8550294485925	91.7087778401647	12.3960915852414	32.9741032652405	13.786447921693	0	62.978222483814	12.3674911660777	45.2334630350195	1.32855055134848	1.44592249855408	1.86880956830499	2.58598396689941	3.96405919661734	0	2.09555741827326	0.834863917181499	1.2475828083089	0.741399762752076	0	0	0	0	7.68836494105587	1.05207785376118	0	0	0	0	3.35908632851864	0	0	0
bacOTU_39	143.23467230444	112.009616435362	412.610340479193	462.60601387818	133.575281012148	261.414067724482	80.6798109514489	424.312625739194	106.151478159333	76.6584173356673	122.593950504125	17.2325759509829	42.5230333097094	190.141572801488	59.6117844122574	2937.27161997564	280.380270046845	393.05972639306	176.377676377676	8.25763831544178	48.7935298442617	40.4746573452304	24.344062753584	21.9693555655701	7.43586565869377	4.7084146095379	29.7484317402833	0	4.03086490844178	0	18.8758389261745	22.3671060771903	5.86940572267058	4.15692387633151	10.3023746973677	26.8550411582696	84.1476655808903	8.10574884648959	18.1403786222615	12.923691476238	7.87194961952243	37.2098517512256	5.31036110455511	46.2523719165085	16.5680473372781	0	0	11.5092859011248	0	0.587026709715292	8.26687414899825	46.2600526652907	1.48397309062129	83.153277024815	2.84559786011041	0	5.61356236667789	0	97.7951635846373	0.790763877906057	55.2416026414375	8.80893875469424	54.8340548340548	57.3853786837229	5.88466065123578	63.8868290456905	25.1319426991706	18.6153709777502	274.412576773539	13.0055378419198	163.232104121475	178.616479136182	54.6705627297578	124.679299635414	199.963861952659	0	1.5507081567249	0	0.596658711217184	47.5167341542021	12.6742712294043	1.50943396226415	0.574712643678161	1.96014374387455	24.5266359266163	24.5433789954338	11.5821172110262	93.7198913900324	0	6.0313630880579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.96412913511359	26.0266049739734	13.7046035009033	34.910783553142	13.8742071881607	32.1267937459842	0	0	0	51.1565836298932	7.32936326156665	3.65864812951614	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_26	135.835095137421	92.3396350125669	74.6532156368222	79.4733408457387	129.038762034377	125.235576630798	112.187902802311	132.902517832104	82.2673955734834	89.937828212712	143.217231897342	231.044166453919	90.1083324896224	53.2189728221556	48.7732781554833	96.2241169305725	110.912096996418	79.4127460794128	154.440154440154	86.1153710038929	85.5557783570617	256.646122711802	128.482553421693	68.1613339342046	112.777295823522	162.103988699805	133.867942831275	67.618332081142	36.277784175976	40.4567699836868	73.9303691275168	21.8912102032075	47.9334800684764	78.4619381657573	60.7840107144697	162.29785743476	160.152008686211	81.6810076069335	48.3743429926973	71.0803031193092	157.96378903175	92.1386805268442	169.341515223035	100.806451612903	86.1538461538461	96.2638842140693	147.8265970552	117.708605806958	41.9647114926085	137.951276783094	47.1698113207547	125.969681873176	44.5191927186387	89.7007791527532	71.7090660747823	110.039637934095	89.2556416301785	176.746422989059	184.921763869132	287.838051557805	135.246682329037	84.8439890583708	139.105339105339	119.552872257756	62.2793252255787	57.0418116479379	64.7147524503644	31.4688414147682	74.9422437595086	23.9134082899815	80.2603036876356	114.03198950502	71.1659911395985	79.6687221497052	125.278564114919	121.799844840962	55.3085909231883	44.9938429478071	212.410501193317	18.1803156763904	79.2141951837769	57.3584905660377	89.0804597701149	147.66416203855	66.221917001864	106.164383561644	67.7553856845031	155.907856704914	123.593637421715	74.788902291918	185.870906846729	124.353779516557	82.8906660440138	110.883451850066	101.552132017772	104.613733905579	136.919315403423	180.360721442886	88.255261371351	142.337742709059	153.3261891023	162.640516622818	102.346920769367	195.694716242661	179.631828978622	91.5855752718947	24.8199043525637	81.8639798488665	150.265173836182	112.994350282486	84.8329048843188	82.3162077774624	87.7018138329679	82.0112933584297	156.438026474128	43.0243593799431	158.002535843168	120.778521424725	173.79679144385	109.934853420195	185.197093434506	352.82349731745	65.7594300849393	48.3829895594601	120.579592663897	88.9598540145985	109.652766240239	354.609929078014	42.0930401335365	13.8746896451	232.795242141037	17.7669721339069	32.1850641186824	39.567797899863	79.46001367054	70.944650389876	106.777565471507	304.449648711944	50.0288628054647	102.159953298307	61.9363251113767	53.0939279853268	72.7726374883044	97.2276237568754	119.88011988012	48.0384307445957	232.328550743715	67.0001786671431	132.852729145211	13.986013986014	410.883856829803	39.3184796854522	60.8101786883712	86.9674817242249	131.987577639752	157.635467980296	46.3054187192118	105.493374501479	33.0517811237606	151.814495164812	73.0930218029612	75.6721944936403	103.257155872751	41.6268211734263	44.7970135324312	25.5066549181468	41.7992388795308	36.4590928977687	61.1227280038604	38.6020541807403	21.6028241740871	48.2636845203061	65.9599528857479	60.7976653696498	0	0	0	0	0	0	0	0	0.623791404154451	0	0	0	0	0	0	0	3.10269934843314	0	0	0	0	0	0	0
bacOTU_32	123.150105708245	83.5974210468801	69.609079445145	58.1222940513611	109.380513130702	103.349747705028	76.8606483028596	126.806072059989	82.79815296428	97.1811432365546	120.302474793767	202.961450089354	80.4900273362357	44.4352588612173	49.2659375307912	104.141291108404	141.223477542023	92.0920920920921	200.0702000702	90.8340214698596	113.628768130473	290.681630024837	147.416824452259	91.8206399278954	134.465237328046	167.485033967848	138.3948780961	214.12471825695	84.0723252332143	138.336052202284	61.3464765100671	19.5117308332937	57.715822939594	83.1384775266303	52.0269922217071	183.89865140989	211.047774158523	124.080309265494	54.4211358667845	61.0938142513071	128.575177118866	83.2791920146477	145.149870191173	96.6555977229602	89.9408284023669	149.444631437227	151.346277937467	134.449385299503	41.0109680495947	140.299383621955	65.1624197626921	177.923279481887	44.5191927186387	92.9745302167223	114.393033976438	136.662130982666	106.096328730212	191.174702416737	203.591749644381	351.889925668195	1.26992189980316	0.463628355510223	0	0.59776436128878	0	0.570418116479379	0	0.443223118517862	0	0	0.542299349240781	0.504566325243453	0.471297954566877	0	0	0	0	0	0	0	0.528094634558513	0	1.14942528735632	0	0	0	0	0	0	0	0.726058229870036	0.698616738857063	0	0	0	0	0.611246943765281	0	0	0.773574688636188	0.824334350012365	0	0	0	0	0	0	0	0.736593989393047	0	0	0	0	0	0	0	0.975324295328197	0	0	1.35722041259501	216.06327567359	381.922342457034	191.79833774774	122.867328749682	244.19900699159	202.250608272506	230.104668549593	437.352245862884	113.941505189056	56.2290054038265	319.45624468989	35.5339442678137	37.2139803872265	46.6697103434282	104.237867395762	81.8100472964336	128.133078565809	320.843091334895	61.5739849913412	169.293636894337	59.2198196240356	113.910609132156	76.9310739162075	90.0050002777932	192.307692307692	44.7024286095543	241.542714229301	133.107021618724	173.017507723996	23.3100233100233	366.143170197224	71.7389804787197	96.3607446908036	114.696244013108	154.682274247492	203.865100416825	61.0837438423645	128.650456709121	60.2276900477415	186.128730373297	75.5919285312676	71.6470777652552	105.534887252297	62.4402317601395	47.1301913205786	33.3905300746649	57.3959698047289	53.2302756307423	73.1864243204118	69.6215620045495	36.3559723905369	80.0470865214832	88.9281507656066	72.4708171206226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.424464334147	0	0	0	0
bacOTU_610	96.723044397463	77.5871489454704	91.8032786885246	97.2658798410533	33.7718635011845	118.548240014591	80.2024156203752	87.1791745412425	193.726447640783	658.538057584354	269.248395967003	29.3592034720449	1633.59319631467	42.88519169164	11.8238250073899	96.2241169305725	8.95563516120143	20.02002002002	155.317655317655	32.4407219535213	215.894659447898	716.585410725784	38.544766026508	82.807570977918	375.511215764035	106.948274702361	152.62238892841	43.5762584522915	26.4885408269031	58.7275693311582	359.689597315436	121.353447865607	134.507214477867	310.730059755781	113.841240405914	273.804658765836	330.483170466884	59.8578376356154	219.545095120703	48.7575632967162	76.6203096300184	191.955584430926	349.303752655181	192.125237191651	636.686390532544	129.249410972736	46.9290784302223	18.8333769291133	10.0143061516452	17.0237745817435	13.1297412954678	37.0080421322326	3.95726157499011	4.58325148955673	10.8132718684196	28.9889368751109	38.1722240934097	4.20824816640616	0	448.363118772734	739.729506635342	431.174370624507	166.233766233766	1186.56225715823	6.86543742644174	159.146654497747	79.1656195023875	23.4908252814467	400.067617062039	161.100855848297	36.3340563991323	24.7237499369292	66.4530115939297	882.657424494756	201.168463530687	68.2699767261443	8.78734622144112	4.73619399450601	1.78997613365155	25.6177175440046	35.9104351499789	0	24.1379310344828	18.2946749428291	0.981065437064652	43.9497716894977	45.7493629835534	28.0283787334676	16.6269467383473	3.61881785283474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.913325417846379	0.636618283677107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
