OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_1393	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1309	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1348	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Unassigned	Unassigned
OTU_1346	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_japonicus_SH205971.07FU
OTU_1410	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1367	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Unassigned	Unassigned
OTU_1349	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_micaceus_SH220365.07FU
OTU_1333	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1421	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1386	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Unassigned	Unassigned
OTU_1399	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_aculeatus_SH021498.07FU
OTU_1366	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	GS06	Unassigned	Unassigned	Unassigned
OTU_1437	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1439	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1445	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1418	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1444	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1412	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium_herbarum_SH387143.07FU
OTU_1404	Fungi	Ascomycota	Orbiliomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1403	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Unassigned
OTU_1389	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1449	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1432	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Conlarium	Unassigned
OTU_1467	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unassigned	Unassigned	Unassigned
OTU_1431	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1434	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_rileyi_SH192580.07FU
OTU_1438	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1486	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1480	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1471	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1482	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1442	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1458	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
OTU_1499	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1472	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Unassigned	Unassigned
OTU_1479	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unassigned
OTU_1463	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
OTU_1446	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	Lectera_colletotrichoides_SH174361.07FU
OTU_1456	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Brachyphoris	Brachyphoris_oviparasitica_SH182419.07FU
OTU_1441	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Unassigned	Unassigned
OTU_1448	Fungi	Ascomycota	Sordariomycetes	Sordariales	Unassigned	Unassigned	Unassigned
OTU_1454	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Unassigned	Unassigned	Unassigned
OTU_1464	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_persicinum_SH207979.07FU
OTU_1491	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	Unassigned
OTU_1516	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1494	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Unassigned	Unassigned	Unassigned
OTU_1498	Fungi	Ascomycota	Sordariomycetes	Sordariales	Unassigned	Unassigned	Unassigned
OTU_1481	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_eremophila_SH527187.07FU
OTU_1542	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1501	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Unassigned	Unassigned
OTU_1528	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1488	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Unassigned
OTU_1566	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1568	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1541	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1561	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1508	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella_heptameres_SH192773.07FU
OTU_1570	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber_longisporus_SH001831.07FU
OTU_1574	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1575	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1521	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1580	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	Unassigned	Unassigned	Unassigned
OTU_1546	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Unassigned
OTU_1533	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Unassigned	Unassigned
OTU_1520	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1594	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1536	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_terricola_SH434798.07FU
OTU_1598	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1601	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1616	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1624	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1573	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1622	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1611	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber_longisporus_SH001831.07FU
OTU_1605	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1558	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Unassigned
OTU_1572	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
OTU_1584	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1555	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina_phaseolina_SH182425.07FU
OTU_1550	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1545	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
OTU_1581	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Unassigned
OTU_1603	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_alcalophilum_SH206001.07FU
OTU_1645	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1587	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius_rotalis_SH631583.07FU
OTU_1665	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1627	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unassigned	Unassigned	Unassigned
OTU_1629	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1681	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1670	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1669	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1646	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
OTU_1640	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Unassigned	Unassigned
OTU_1630	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1676	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1705	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1700	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1708	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1701	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1703	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1712	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1714	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1690	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unassigned	Unassigned	Unassigned
OTU_1659	Fungi	Ascomycota	Dothideomycetes	Dothideomycetidae_ord_Incertae_sedis	Eremomycetaceae	Unassigned	Unassigned
OTU_1732	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1648	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unassigned
OTU_1730	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1746	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1704	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1734	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1663	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1673	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Unassigned
OTU_1738	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1699	Fungi	Ascomycota	Eurotiomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1677	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Phialocephala	Phialocephala_humicola_SH181581.07FU
OTU_1649	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Unassigned	Unassigned
OTU_1760	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1748	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Unassigned
OTU_1767	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1722	Fungi	Ascomycota	Sordariomycetes	Microascales	Unassigned	Unassigned	Unassigned
OTU_1768	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1769	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1774	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1729	Fungi	Ascomycota	Pezizomycetes	Pezizales	Unassigned	Unassigned	Unassigned
OTU_1794	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1789	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1787	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1762	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Unassigned	Unassigned
OTU_1784	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1728	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
OTU_1804	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1753	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys_brochopaga_SH215062.07FU
OTU_1810	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1815	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1811	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1761	Fungi	Ascomycota	Sordariomycetes	Sordariales	Unassigned	Unassigned	Unassigned
OTU_1818	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1835	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1842	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1847	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1849	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1850	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1820	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1778	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1800	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1857	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1836	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unassigned	Unassigned	Unassigned
OTU_1866	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1868	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1824	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Unassigned	Unassigned	Unassigned
OTU_1875	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1894	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1825	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Unassigned
OTU_1888	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1889	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1837	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1885	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	Unassigned
OTU_1900	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1848	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1830	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Unassigned
OTU_1941	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1939	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1855	Fungi	Ascomycota	Sordariomycetes	Sordariales	Unassigned	Unassigned	Unassigned
OTU_1899	Fungi	Ascomycota	Eurotiomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1923	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
OTU_1922	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1934	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Unassigned
OTU_1954	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1905	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Unassigned	Unassigned
OTU_1946	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1880	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis	Magnaporthiopsis_incrustans_SH174127.07FU
OTU_1851	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella_sinensis_SH180504.07FU
OTU_1966	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1957	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1882	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1963	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1982	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1969	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1924	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Unassigned	Unassigned	Unassigned
OTU_1972	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1928	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
OTU_1947	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
OTU_1983	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1942	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_alba_SH215453.07FU
OTU_1903	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
OTU_1912	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
OTU_1960	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1977	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
OTU_1992	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2018	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1944	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_carnicolor_SH194979.07FU
OTU_2001	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2013	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Unassigned
OTU_1996	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2008	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2028	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1973	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
OTU_2047	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2006	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
OTU_2070	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2074	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1989	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_alba_SH215453.07FU
OTU_2037	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2002	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unassigned
OTU_2031	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2058	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber_longisporus_SH001831.07FU
OTU_2035	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Unassigned
OTU_2087	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2052	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Unassigned	Unassigned
OTU_2086	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2104	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2095	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2093	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2113	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2097	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber_longisporus_SH001831.07FU
OTU_2048	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
OTU_2063	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps_arborescens_SH210598.07FU
OTU_2071	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Minimedusa	Minimedusa_polyspora_SH545231.07FU
OTU_2072	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2066	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2107	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum_triplex_SH213950.07FU
OTU_2050	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unassigned	Unassigned	Unassigned
OTU_2114	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_irregularis_SH187074.07FU
OTU_2151	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2085	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium_roridum_SH000845.07FU
OTU_2144	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2147	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2117	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2207	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Xenoacremonium	Xenoacremonium_falcatum_SH631030.07FU
OTU_2155	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2109	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium_homopilatum_SH204872.07FU
OTU_2160	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2123	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2168	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2166	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2136	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2167	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2204	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2194	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2129	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus_rugulosus_SH220939.07FU
OTU_2205	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2131	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
OTU_2212	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2213	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2226	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2180	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Unassigned
OTU_2153	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Unassigned	Unassigned	Unassigned
OTU_2185	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium_herbarum_SH199527.07FU
OTU_2227	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2210	Fungi	Ascomycota	Pezizomycetes	Pezizales	Unassigned	Unassigned	Unassigned
OTU_2214	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Unassigned	Unassigned
OTU_2236	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2158	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2248	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
