TAD2	TAD3	TAD4	TAD6	TAD7	TAD9	TAD10	TAH1	TAH2	TAH3	TAH4	TAH5	TAH6	TAH7	TAH8	TAH10	species	ID
bacOTU_25	23.4253393495126	6.02045079246212	4.50537424505384	14.2768903297104	18.2520874421291	2.59536935340369	7.42839091463124	8.78545597152668	29.945454466288	5.19123190093213	3.97129127090858	2.44619429559369	2.88641912025833	28.4957026918785	13.8739483759904	8.63496833228959	bac	bacOTU_25
bacOTU_139	4.25923442718411	0.223075955276375	0.132608066030995	0.269473402447365	1.88823663194439	0.346135913787159	1e-04	0.0661553080565915	1e-04	1e-04	1e-04	0.0264020891999321	1e-04	0.459706495030298	1e-04	0.113716688582758	bac	bacOTU_139
bacOTU_50	17.0366377087365	4.01366719497475	4.10785004696086	4.84882124405257	17.2031226466045	2.5088603749569	6.63814720030876	8.91756658763986	15.5413599128837	2.88406216718452	2.03533552634065	0.710256408398168	1.42451722817943	14.2479013459392	8.24032509604277	3.63583403464825	bac	bacOTU_50
bacOTU_206	11.0738495106787	2.6758114633165	2.7827693866509	33.6717753059206	15.3149860146601	1.47075263359543	2.05473365723843	0.726708388622507	7.96025751635504	0.192364144478968	0.347579236204501	0.131610445999661	0.712308614089717	1.83852598012119	6.30639471635926	1.24988357441034	bac	bacOTU_206
bacOTU_44	26.8326468912599	4.23664315025112	6.36048716948778	11.5831563052367	11.3289197916664	8.21845295244503	6.32204971457978	6.34140957343279	8.90789531592112	2.59566595046607	5.26192843395387	0.49983969479871	1.08715525308431	8.50282015806051	2.35445002744079	2.9541339031517	bac	bacOTU_44
bacOTU_12	25.1289931203863	34.3383971125617	18.2862131122774	61.1478623555519	10.4897479552466	14.1875724652735	13.750340629211	3.03864417060321	13.8356118736647	1.73047730031071	1.7374961810225	1.23629819239681	3.52365840654913	1.14911623757575	10.5105911939321	1.47711695157585	bac	bacOTU_12
bacOTU_208	8.09245541164982	3.79069123969837	1.32518066030995	1.61634041468419	10.2799549961417	1.7302795689358	1.10644120005146	0.990929620848873	1.32679291939251	0.288496216718452	0.496498908863573	0.447235516398846	1.31206323648106	2.06832922763634	1.51361073192622	1.13626688582758	bac	bacOTU_208
bacOTU_23	31.5176947611624	35.0073249783908	10.3357291504176	5.3875680489473	12.1680916280861	9.25656069380651	23.0752164582162	1.05698492890546	1.70584803921894	0.0962320722394839	0.198659563545429	0.131610445999661	0.374946638994588	5.28557469284843	1.26135894327185	1.24988357441034	bac	bacOTU_23
bacOTU_29	6.81471508349458	0.892003821105499	0.265116132061991	2.96320742692102	0.419685918209865	0.605662849127528	49.4693565165867	0.132210616113183	27.4815961874162	0.384628288957936	13.5021503210892	2.02536086839477	4.87310630692965	0.229903247515149	6.47456257546217	1.13626688582758	bac	bacOTU_29
bacOTU_40	19.5921183650469	5.35152292663299	6.22797910345679	4.57944784160521	14.2660212191354	2.59536935340369	9.48302457186966	7.39829450233825	13.0775016340119	1.44208108359226	1.34037705393165	0.683954319198235	1.38703256427998	19.992982533818	2.5226178865437	6.13540118346892	bac	bacOTU_40
bacOTU_35	31.5176947611624	7.80425843467312	5.8304549053638	5.11819464649994	8.18202540509237	9.34306967225329	2.21278240010292	0.396431848339549	1.13726535947929	1.34594901135277	1.29073716304529	0.605048051598439	0.749793277989176	0.229903247515149	1.1772750137204	2.27243377165516	bac	bacOTU_35
bacOTU_102	3.40740754174729	0.44605191055275	0.265116132061991	0.269473402447365	1.2588577546296	0.951698762914687	2.05473365723843	1.32120616113183	1.13726535947929	0.48076036119742	0.0497398908863573	1e-04	1e-04	2.06832922763634	0.0841839295514568	0.909033508662062	bac	bacOTU_102
bacOTU_14	24.2771662349494	4.01366719497475	7.02302749964276	28.5536806594207	23.4969114197525	3.28744118097801	16.9113154865009	7.13407327011189	36.1998639434241	0.865288650155355	0.645418581522645	0.0790062675997964	0.449915966793506	63.195993066666	6.2223107868078	11.9298523011896	bac	bacOTU_14
bacOTU_17	37.9063964019386	6.91235461356762	6.75801136758077	2.42446062202629	23.4969114197525	3.02791424563764	4.42546480020584	12.286387298526	7.77072995644183	0.961420722394839	2.13461530811336	0.578745962398507	1.83684853107348	37.2282260974541	2.18628216833788	18.6332369275723	bac	bacOTU_17
bacOTU_36	2.98149409902888	2.22985955276375	0.927656462216968	2.15508721957892	6.08409581404305	0.519153870680739	2.52887988583191	10.7010599051678	7.58120239652861	1e-04	0.0497398908863573	0.0264020891999321	0.112553991698376	24.5890474841209	0.0841839295514568	8.86220170945511	bac	bacOTU_36
bacOTU_41	33.6472619747545	4.4596191055275	6.89051943361176	2.69383402447365	11.7485057098762	2.68187833185048	3.31912360015438	3.17075478671639	5.11734411765681	1.82660937255019	1.78713607190886	1.31520445999661	3.14881176755454	11.7200656232726	4.03612861846993	6.36263456063444	bac	bacOTU_41
bacOTU_64	22.5735124640758	5.79747483718574	6.22797910345679	19.933731781105	8.60161132330224	2.59536935340369	5.21570851452831	2.70836763032025	9.28695043574755	9.61330722394839	4.96408908863573	0.578745962398507	2.58654180906266	5.51537794036358	5.04513577308741	2.04520039448964	bac	bacOTU_64
bacOTU_91	26.8326468912599	1.783907642211	4.77039037711584	2.15508721957892	7.34285356867264	1.38424365514864	3.31912360015438	2.3780910900373	5.68592679739646	1.73047730031071	1.24109727215893	1.34150654919654	1.01218592528539	9.88163964315141	5.63372327994761	6.81710131496547	bac	bacOTU_91
bacOTU_112	27.2585603339783	4.01366719497475	8.08309202789072	2.42446062202629	12.1680916280861	1.98980650427616	2.21278240010292	3.76525255922572	3.79065119826431	1.44208108359226	0.695058472409002	0.710256408398168	1.68690987547565	8.27301691054536	3.19528932295536	3.86306741181377	bac	bacOTU_112
bacOTU_146	2.55558065631047	2.6758114633165	1.98772099046493	1.07759360978946	1.88823663194439	0.432644892233949	2.05473365723843	0.198265924169775	4.73828899783038	0.288496216718452	0.198659563545429	0.263120891999321	0.0750693277989176	0.229903247515149	2.77486967519807	0.113716688582758	bac	bacOTU_146
bacOTU_18	5.53697475533935	14.0475851824116	5.43293070727081	16.4318775492893	93.9873456790098	0.346135913787159	19.7561928580618	0.198265924169775	32.7883678649863	0.0962320722394839	0.0993797817727146	1e-04	0.0375846638994588	4.36636170278783	5.38147149129323	0.227333377165516	bac	bacOTU_18
bacOTU_369	14.0552436097076	3.567715284422	3.0477855187129	2.42446062202629	9.0211972415121	1.7302795689358	3.95131857161236	3.23681009477299	7.77072995644183	2.88406216718452	2.68065410786329	0.920673121997625	1.19960924478268	6.89419742545447	3.44754111160973	2.61328383740343	bac	bacOTU_369
bacOTU_61	19.1662049223285	5.57449888190937	3.0477855187129	13.1993967199209	10.6995409143516	1.81678854738259	3.63522108588337	2.44414639809389	8.7183677560079	2.11500558926865	1.34037705393165	1.10478774639715	1.2745785725816	10.5710493856969	2.69078574564662	3.86306741181377	bac	bacOTU_61
bacOTU_69	4.25923442718411	5.79747483718574	1.32518066030995	6.46506165873676	0.629478877314798	1.55726161204222	6.16400097171528	0.396431848339549	0.189627559913215	2.30726973374761	0.695058472409002	0.605048051598439	0.862247269687553	6.66439417793932	1e-04	0.454566754331031	bac	bacOTU_69
bacOTU_72	4.68514786990252	2.89878741859287	3.71032584886787	0.808220207342095	2.09802959104933	1.98980650427616	2.6869286286964	1.05698492890546	1.32679291939251	0.384628288957936	0.0993797817727146	0.0790062675997964	0.150038655597835	2.06832922763634	0.25235178865437	2.04520039448964	bac	bacOTU_72
bacOTU_77	14.9070704951444	6.91235461356762	4.63788231108484	3.77132763426311	9.0211972415121	3.11442322408443	7.11229342890225	2.11386985781093	9.66600555557398	4.32604325077678	6.40364592434009	1.28890237079667	2.77396512855995	3.44714871272723	6.72681436411654	5.34008436338962	bac	bacOTU_77
bacOTU_81	13.2034167242708	3.567715284422	5.56543877330181	2.15508721957892	6.71347469135784	2.42235139651011	3.00302611442539	2.17992516586752	3.79065119826431	1.15368486687381	0.645418581522645	0.789162675997964	2.47408781736428	6.20478768290902	1.59769466147768	4.09030078897928	bac	bacOTU_81
bacOTU_97	5.53697475533935	3.12176337386925	4.50537424505384	3.50195423181575	3.35678734567892	2.68187833185048	3.95131857161236	1.91570393364115	6.44403703704932	5.3834960454111	2.28353498077244	2.10426713599457	1.19960924478268	0.919312990060596	5.54963935039615	4.54476754331031	bac	bacOTU_97
bacOTU_109	23.4253393495126	2.6758114633165	4.24035811299185	3.50195423181575	19.9304311149686	2.85489628874406	5.37375725739281	3.69919725116913	10.4241157952268	5.47962811765058	2.48209454431786	1.42041281679634	3.07384243975562	83.1888756004839	4.03612861846993	14.2021860728447	bac	bacOTU_109
bacOTU_117	5.11106131262094	1.56093168693462	2.51775325458891	0.808220207342095	2.09802959104933	1.38424365514864	1.58058742864494	0.792763696679099	0.568682679739646	0.576892433436903	0.0993797817727146	0.157912535199593	0.412431302894047	1.83852598012119	0.504603577308741	1.13626688582758	bac	bacOTU_117
bacOTU_133	12.7775032815523	4.4596191055275	6.09547103742579	2.15508721957892	4.82533805941345	2.42235139651011	2.05473365723843	1.45331677724501	2.08490315904537	1.44208108359226	0.943257926840788	1.23629819239681	2.81144979245941	4.82596819781813	2.27036609788933	4.09030078897928	bac	bacOTU_133
bacOTU_24	39.1841367300938	4.90557101608025	7.55305976376674	2.15508721957892	8.3918183641973	2.76838731029727	6.79619594317326	3.63314194311253	12.5089189542722	3.17245838390297	3.67345192559044	4.15583009358928	10.8706525308431	21.8314085139392	10.678759053035	16.7017532216654	bac	bacOTU_24
bacOTU_30	54.5170206679567	6.24342674773849	5.56543877330181	2.96320742692102	41.3293129436717	4.67158483612665	3.16107485728989	0.924874312792282	2.27443071895858	6.05642055108749	1.53893661747708	1.05218356799729	2.17421050616861	6.20478768290902	1.42952680237477	7.95326820079305	bac	bacOTU_30
bacOTU_340	5.53697475533935	1.783907642211	0.662640330154977	1.34696701223683	2.93720142746906	1.29773467670185	4.89961102879933	2.84047824643344	11.1822260348797	2.59566595046607	1.09217759949986	0.631350140798371	0.374946638994588	9.19222990060596	2.69078574564662	2.27243377165516	bac	bacOTU_340
bacOTU_39	18.7402914796101	23.189599348743	7.15553556567375	82.4283611488937	5.24492397762332	8.82401580157256	16.7532667436364	0.924874312792282	5.87545435730967	1.44208108359226	6.10580657902195	0.631350140798371	0.487400630692965	0.229903247515149	3.27937325250682	0.568183442913789	bac	bacOTU_39
bacOTU_46	2.98149409902888	5.35152292663299	0.927656462216968	14.007516927263	1.04906479552466	1.64377059048901	5.21570851452831	0.462487156396141	0.189627559913215	2.4034018059871	1.19145738127258	0.578745962398507	1.01218592528539	1.37891948509089	1e-04	0.227333377165516	bac	bacOTU_46
bacOTU_47	5.53697475533935	2.6758114633165	2.12022905649593	4.04070103671048	4.40575214120358	2.16282446116974	6.95424468603775	0.660653080565915	4.16970631809074	0.288496216718452	0.347579236204501	0.131610445999661	0.112553991698376	6.66439417793932	1.09319108416894	0.795416820079305	bac	bacOTU_47
bacOTU_63	22.9994259067942	3.12176337386925	6.49299523551878	1.34696701223683	7.76243948688251	2.07631548272296	2.6869286286964	3.03864417060321	3.03254095861145	0.673024505676387	0.893618035954431	0.789162675997964	2.58654180906266	17.4651468111513	1.93403037968351	8.63496833228959	bac	bacOTU_63
bacOTU_67	14.481157052426	2.89878741859287	2.9152774526819	1.07759360978946	5.45471693672825	8.82401580157256	1.58058742864494	0.528542464452732	1.51632047930572	0.769156577915871	0.446859017977216	1.52562117359606	1.31206323648106	1.60872273260604	1.1772750137204	1.81796701732412	bac	bacOTU_67
bacOTU_83	4.68514786990252	1e-04	0.530132264123982	0.269473402447365	4.61554510030852	0.605662849127528	0.632294971457978	1.78359331752797	1.13726535947929	0.192364144478968	0.297939345318144	0.184214624399525	0.29997731119567	1.60872273260604	0.25235178865437	1.70435032874137	bac	bacOTU_83
bacOTU_89	13.6293301669892	1.783907642211	3.71032584886787	0.808220207342095	4.40575214120358	1.29773467670185	2.52887988583191	1.32120616113183	1.51632047930572	0.0962320722394839	0.198659563545429	0.157912535199593	0.487400630692965	9.42203314812111	0.756855365963111	5.1128509862241	bac	bacOTU_89
bacOTU_103	5.11106131262094	0.892003821105499	2.25273712252692	1.34696701223683	12.1680916280861	0.865189784467898	1.42253868578045	3.56708663505594	10.6136433551401	0.961420722394839	0.347579236204501	0.447235516398846	0.487400630692965	17.2353435636362	2.60670181609516	3.06775059173446	bac	bacOTU_103
bacOTU_105	9.37019573980505	4.01366719497475	1.98772099046493	15.6237573419472	5.03513101851838	1.38424365514864	1.73863617150944	1.05698492890546	1.32679291939251	0.576892433436903	0.54613879974993	0.236818802799389	0.862247269687553	4.59616495030298	0.336435718205827	2.49966714882067	bac	bacOTU_105
bacOTU_135	3.40740754174729	0.669027865829124	1.72270485840294	0.808220207342095	1.46865071373453	0.605662849127528	0.790343714322472	0.792763696679099	0.568682679739646	0.192364144478968	0.149019672659072	0.184214624399525	0.524885294592423	1.60872273260604	0.336435718205827	1.24988357441034	bac	bacOTU_135
bacOTU_145	5.53697475533935	1.56093168693462	2.38524518855792	2.42446062202629	3.56658030478385	1.64377059048901	1.42253868578045	0.132210616113183	3.98017875817752	0.576892433436903	0.843978145068074	0.105308356799729	0.112553991698376	0.229903247515149	3.36345718205827	4.54476754331031	bac	bacOTU_145
bacOTU_165	17.4625511514549	1e-04	0.132608066030995	1e-04	0.419685918209865	0.17311795689358	0.316197485728989	0.0661553080565915	8.7183677560079	1e-04	0.54613879974993	0.289422981199253	0.0750693277989176	0.229903247515149	0.672771436411654	1.02265019724482	bac	bacOTU_165
bacOTU_176	2.55558065631047	0.44605191055275	1.06016452824796	0.269473402447365	1.04906479552466	0.432644892233949	0.790343714322472	0.330376540282958	1.13726535947929	0.192364144478968	0.0993797817727146	0.105308356799729	0.112553991698376	1.37891948509089	0.336435718205827	0.454566754331031	bac	bacOTU_176
bacOTU_205	3.8333209844657	20.2909119301501	0.927656462216968	2.42446062202629	6.92326765046278	0.951698762914687	0.474246228593483	0.264321232226366	3.22206851852466	0.961420722394839	0.744698363295359	0.841766854397828	1.57445588377727	0.689509742545447	1.51361073192622	0.795416820079305	bac	bacOTU_205
bacOTU_21	47.2764921417437	2.00688359748737	3.71032584886787	0.53884680489473	21.818567746913	2.94140526719085	3.31912360015438	6.2753542653762	25.3967930283709	2.30726973374761	0.843978145068074	1.97275668999491	3.56114307044859	21.1419987713937	9.50158403931462	18.292386861824	bac	bacOTU_21
bacOTU_242	4.68514786990252	10.0340179874369	1.59019679237195	0.53884680489473	2.30782255015426	1.29773467670185	11.2215607433791	1.25515085307524	19.5214386710612	7.7867978513982	1.83677596279522	0.683954319198235	1.19960924478268	7.12400067296962	13.2012769395787	8.0668848893758	bac	bacOTU_242
bacOTU_31	19.1662049223285	2.00688359748737	5.56543877330181	1.07759360978946	6.29388877314798	2.24933343961653	3.63522108588337	4.49186094784822	4.54876143791717	0.48076036119742	0.297939345318144	0.236818802799389	0.749793277989176	20.6823922763634	1.1772750137204	14.8838862043413	bac	bacOTU_31
bacOTU_314	4.68514786990252	1.783907642211	1.45768872634095	1.07759360978946	3.14699438657399	1.12471671980827	1.42253868578045	0.85881900473569	2.08490315904537	0.961420722394839	0.54613879974993	0.447235516398846	0.862247269687553	1.37891948509089	1.34544287282331	1.59073364015861	bac	bacOTU_314
bacOTU_33	35.7768291883466	6.24342674773849	5.43293070727081	1.34696701223683	9.23099020061704	2.33584241806332	4.74156228593483	2.24598047392411	3.98017875817752	0.48076036119742	0.496498908863573	0.841766854397828	4.34832101233722	5.28557469284843	2.10219823878642	10.2256019724482	bac	bacOTU_33
bacOTU_43	23.4253393495126	8.47318630050224	3.44530971680588	5.65694145139467	8.81140428240717	1.12471671980827	5.6898547431218	2.3780910900373	1.89537559913215	1e-04	0.0993797817727146	0.0527041783998643	0.0375846638994588	4.82596819781813	1.09319108416894	5.90816780630341	bac	bacOTU_43
bacOTU_474	2.98149409902888	0.669027865829124	0.927656462216968	0.269473402447365	1.2588577546296	0.432644892233949	0.474246228593483	0.462487156396141	0.379155119826431	0.0962320722394839	0.248299454431786	0.0264020891999321	0.187523319497294	1.14911623757575	0.168267859102914	0.454566754331031	bac	bacOTU_474
bacOTU_51	7.24062852621299	1.56093168693462	1.72270485840294	1.61634041468419	2.51761550925919	15.8312430557625	4.10936731447685	2.3780910900373	10.9926984749665	1.44208108359226	0.446859017977216	0.394631337998982	0.6373392862908	14.0180980984241	1.59769466147768	2.61328383740343	bac	bacOTU_51
bacOTU_599	3.8333209844657	1.56093168693462	2.12022905649593	1.34696701223683	2.09802959104933	1.29773467670185	2.21278240010292	0.660653080565915	2.27443071895858	0.384628288957936	0.297939345318144	0.131610445999661	0.29997731119567	1.83852598012119	0.925023225066025	0.909033508662062	bac	bacOTU_599
bacOTU_677	0.851926885436823	0.223075955276375	0.530132264123982	1e-04	1.04906479552466	0.259626935340369	1e-04	1.5854273933582	0.189627559913215	1e-04	1e-04	1e-04	1e-04	1.14911623757575	1e-04	0.568183442913789	bac	bacOTU_677
bacOTU_699	1.70375377087365	0.223075955276375	1e-04	0.53884680489473	1e-04	0.0866089784467898	20.2303390866553	0.0661553080565915	4.16970631809074	0.0962320722394839	3.92165138002223	0.0264020891999321	0.0750693277989176	1e-04	3.19528932295536	0.909033508662062	bac	bacOTU_699
bacOTU_75	11.4997629533971	1.33795573165825	1.19267259427896	1.61634041468419	3.98616622299372	0.951698762914687	3.63522108588337	4.22763971562186	5.87545435730967	0.576892433436903	0.248299454431786	0.657652229998303	0.787277941888635	15.8565240785453	1.68177859102914	3.63583403464825	bac	bacOTU_75
bacOTU_76	5.53697475533935	1.56093168693462	1.98772099046493	0.53884680489473	3.14699438657399	0.605662849127528	1.73863617150944	1.38726146918842	23.1224623094123	3.26859045614245	1.63821639924979	2.1305692251945	2.5490571451632	5.97498443539387	15.9760466147768	7.15795138071374	bac	bacOTU_76
bacOTU_78	4.68514786990252	5.57449888190937	2.38524518855792	8.35067547586832	2.93720142746906	1.7302795689358	0.790343714322472	0.132210616113183	0.758210239652861	0.48076036119742	0.198659563545429	0.420933427198914	0.487400630692965	1e-04	0.925023225066025	0.340950065748273	bac	bacOTU_78
bacOTU_846	4.25923442718411	0.892003821105499	0.927656462216968	2.42446062202629	4.19595918209865	1.29773467670185	0.632294971457978	0.462487156396141	0.379155119826431	0.288496216718452	0.149019672659072	0.157912535199593	0.262492647296212	0.459706495030298	0.336435718205827	0.568183442913789	bac	bacOTU_846
bacOTU_85	20.0180318077653	2.6758114633165	5.56543877330181	0.808220207342095	3.56658030478385	0.692171827574318	2.21278240010292	1.32120616113183	14.972777233144	1.05755279463432	4.26913061622673	1.84124624399525	2.02427185057078	6.43459093042417	16.564634121637	4.43115085472755	bac	bacOTU_85
bacOTU_86	5.53697475533935	2.89878741859287	1.72270485840294	2.96320742692102	5.45471693672825	1.21122569825506	2.52887988583191	5.02030341230096	2.65348583878502	0.0962320722394839	0.149019672659072	0.0790062675997964	0.337461975095129	6.43459093042417	0.168267859102914	6.70348462638271	bac	bacOTU_86
bacOTU_880	3.40740754174729	1.783907642211	1.45768872634095	5.11819464649994	1.88823663194439	0.259626935340369	7.74448840036022	0.264321232226366	1.51632047930572	0.673024505676387	0.198659563545429	0.184214624399525	3.44868907875021	1e-04	0.588687506860198	4.99923429764134	bac	bacOTU_880
bacOTU_93	5.96288819805776	0.44605191055275	1.85521292443394	0.53884680489473	1.88823663194439	0.605662849127528	0.474246228593483	0.528542464452732	0.568682679739646	0.192364144478968	0.0993797817727146	0.0790062675997964	0.150038655597835	1.14911623757575	0.420519647757284	0.909033508662062	bac	bacOTU_93
bacOTU_933	7.24062852621299	3.79069123969837	1.72270485840294	4.31007443915784	4.61554510030852	4.32554892233949	6.48009845744427	0.594597772509324	1.89537559913215	0.384628288957936	0.198659563545429	0.0264020891999321	0.187523319497294	0.919312990060596	1.26135894327185	0.568183442913789	bac	bacOTU_933
bacOTU_100	5.11106131262094	2.6758114633165	1.06016452824796	2.42446062202629	1.46865071373453	1.03820774136148	0.632294971457978	0.396431848339549	1.89537559913215	0.48076036119742	0.446859017977216	0.0790062675997964	0.0375846638994588	1.14911623757575	0.25235178865437	0.568183442913789	bac	bacOTU_100
bacOTU_101	8.94428229708664	11.3718737190951	0.927656462216968	6.73443506118413	1.2588577546296	1.90329752582937	4.10936731447685	0.264321232226366	1.32679291939251	0.192364144478968	0.744698363295359	0.0790062675997964	0.374946638994588	0.919312990060596	0.420519647757284	0.568183442913789	bac	bacOTU_101
bacOTU_106	3.40740754174729	0.669027865829124	0.927656462216968	0.269473402447365	1.2588577546296	0.346135913787159	0.316197485728989	0.264321232226366	0.379155119826431	0.288496216718452	0.248299454431786	0.157912535199593	0.374946638994588	0.689509742545447	0.420519647757284	1.24988357441034	bac	bacOTU_106
bacOTU_108	2.12966721359206	0.223075955276375	1.06016452824796	0.269473402447365	1.04906479552466	0.346135913787159	0.474246228593483	0.462487156396141	0.379155119826431	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.112553991698376	0.919312990060596	0.168267859102914	0.454566754331031	bac	bacOTU_108
