Promicromonospora	Flavobacterium	Variovorax	Rhizobium	Pseudomonas	Phyllobacterium	Lentzea	Pseudoxanthomonas	Actinoplanes	Sphingomonas	Nocardioides	Streptomyces	Chryseobacterium	Massilia	Herbaspirillum	Devosia	g__Acremonium	Kribbella	g__Lachnella	g__Scytalidium	Mesorhizobium	Mycobacterium	g__Magnaporthiopsis	Caulobacter	Umezawaea	g__Podospora	Microbacterium	g__Ophiosphaerella	Aeromicrobium	Stenotrophomonas	Galbitalea	Arthrobacter	Steroidobacter	Chondromyces	Sphingopyxis	Shinella	Pantoea	Agromyces	Sorangium	Rhodanobacter	g__Gibberella	Bradyrhizobium	Solirubrobacter	Rudaibacter	Bosea	g__Cladosporium	Lysobacter	g__Pyrenochaetopsis	Kineosporia	Cellulomonas	g__Bipolaris	Reyranella	Mucilaginibacter	g__Didymella
TAD2	838.197855269833	126.07167904465	86.4605288718375	142.682103310668	20.8700586932022	213.382734801924	112.015535434942	90.7196632990216	114.997029533971	91.1471767417401	174.20009807183	131.182640357271	65.1651567359169	64.7393432931985	66.8686105067905	77.0910331320325	181.525116859259	97.5343783825162	78.0208196500855	2.50188295671415	41.3140039436859	34.9252023029097	63.8829368947009	29.8143409902888	27.6844737766967	0.0584809989933524	31.5178947611625	39.2141933215195	56.2207744388303	24.7030796776679	21.721685578639	55.3690475533934	40.462377058249	54.5174206679567	19.5922183650469	23.851352792231	9.37039573980505	53.6653937825198	54.5170206679567	9.79610918252346	0.232823995973409	20.8700586932021	30.6664678757257	11.9257763961155	22.5735124640758	1.86189196778728	16.611024266018	1.97845396577398	1.27784032815523	37.0546695165018	2.67652595369421	3.40750754174729	1e-04	0.582009989933524
TAD3	193.543329179893	28.3192463200996	59.0887281482393	80.9413717653241	441.04673953667	53.0683773557772	36.3453807100492	42.5885074577876	23.6358512592958	82.7257794075351	23.4139753040194	19.623184064321	43.0347593683403	17.3926245115573	43.9264631894458	18.7306802432155	59.3186141684404	8.91923821105499	10.4414602484886	15.5774806950424	15.8316928246226	11.1490977638187	81.4428099382109	6.68967865829125	13.6016332718589	1.07265591741234	40.5819238603002	39.9595678698914	10.703045853266	52.3994494899481	4.23664315025112	5.351722926633	10.9264218085424	2.45323550804012	23.8586272145721	6.02055079246212	1.56113168693462	9.81124203216049	6.24342674773849	4.90557101608025	1.86261290918985	6.02065079246212	6.91295461356762	2.67591146331649	5.79747483718574	0.903136562031444	8.02753438994949	29.0103495552602	0.223075955276375	6.68947865829124	2.65286990096737	1.11507977638187	1e-04	0.508158066142687
TAD4	209.495452395004	88.914212306798	38.8249633470817	34.7182133001207	5.43313070727081	70.8919153265826	45.3180585826004	23.5865357535172	7.02332749964276	48.2346360352823	35.9111858943998	15.3722356595955	6.09577103742579	21.7318228290832	18.4188211783083	15.9016679237195	11.5537892283223	17.4912647160914	164.30706927171	90.7208671097803	12.4561582069136	5.03560650917782	4.47936013159573	9.54098075423168	4.63788231108484	0.67572890873269	21.0690824989283	6.29235351819401	10.0708130183557	16.4311001878434	2.25273712252692	13.5161227351615	10.8662614145416	5.03580650917783	8.08319202789072	4.63798231108484	0.397824198092986	15.5037437256265	5.56543877330181	0.265116132061991	1.42205559733198	6.75821136758077	9.40877268820067	1.85531292443393	6.22797910345679	1.84864227653157	5.9632629713948	2.77311341479736	0.265116132061991	6.09557103742579	1.56435115706518	1.06026452824796	1e-04	0.497884459066193
TAD6	356.381211437864	97.5144716859462	89.97081641742	165.396369102682	71.9229984534465	167.550356322261	67.6130240142887	133.339934211446	22.3583924031313	61.4188357579993	22.090119000684	15.0862105370524	118.794070479288	43.6389911964731	43.6386911964732	31.2480146838944	17.7780312651451	14.5463637321577	1.12289776411443	8.27137686230961	15.0853105370525	168.897423334497	11.3404574175557	31.5170880863417	3.23258082936838	3.21898692379469	69.7680112338676	8.75802256009253	3.50205423181575	22.6274658055787	1.07759360978946	3.77152763426311	6.73493506118413	0.53924680489473	83.5059547586832	14.2769903297104	3.77152763426312	3.77152763426311	2.96320742692102	64.919089989815	5.50180904416069	5.3877680489473	3.23318082936838	1.6164404146842	19.933731781105	4.49129105645771	9.69784248810515	37.0151996236389	0.53884680489473	1.6164404146842	7.85978434880099	3.50205423181575	0.269473402447365	0.748731842742951
TAD7	217.555498591816	123.569352912805	41.1195199845668	104.268200675152	13.2172564236108	131.959871277003	53.2877116126529	33.3571804976843	37.5533396797829	54.5478693672825	43.2188495756161	72.5896638503067	95.0366104745345	64.4069384452143	35.2454171296287	41.5397059027767	30.2880772041131	73.8473216049363	66.0272363049664	97.7427611487019	46.1548510030852	15.524978973765	30.0282685423634	27.9028635609561	24.5458762152771	0.04356811029159	14.0564282600305	116.175076132919	29.5810072337955	5.24492397762332	5.66450989583318	12.5878775462959	21.1896888695982	23.9168973379623	5.45481693672825	18.2521874421291	0.83947183641973	21.1893888695982	41.3293129436717	3.14699438657399	0.25970866174954	15.1053930555551	12.1686916280861	2.51771550925919	8.60161132330224	0.69238976466544	11.3292197916664	0.8656622058318	1.2588577546296	10.4898479552466	2.72609094837017	1.88833663194439	0.209892959104933	0.64922165437385
TAD9	124.400111006484	16.9570597755708	27.2504282107388	26.2133204693773	6.83450929729639	32.1814399822058	30.884005305504	20.3297099349956	21.2816086979102	29.241734715015	17.5628226246983	17.9086585384855	5.19093870680739	8.30536193089182	13.4090916592524	14.01515450838	42.7114243472731	11.938439025657	3.35890708971453	5.85092525305112	7.09413623263677	3.72018607321197	46.4167470075389	4.49886687923307	2.24933343961653	0.455364186348421	16.1774789695497	9.42652957436013	5.62328359904133	19.7241470858681	1.21122569825506	2.68207833185049	5.45066564214776	3.28784118097801	10.1217504782744	2.59546935340369	0.865389784467898	5.0178207499138	4.67158483612665	0.865189784467898	69.0398379860032	2.85509628874406	4.67218483612664	0.519253870680738	2.59536935340369	0.823549480059046	7.78620806021108	7.36800587421252	0.259626935340369	2.42245139651011	1.06201643481298	0.605762849127529	1e-04	0.15188806211614
TAD10	73.9670116605834	54.8442137739795	75.0732528606348	48.9962102879933	79.9729638894342	21.6527777724357	27.500781258422	64.8000845744427	30.029661144254	54.5285162882506	19.2834466294683	20.8637340581133	41.567219373362	12.9604969148886	30.3455586299829	19.4406953723328	33.9327435446499	11.0636120005146	10.8213485108223	82.51211989502	14.06673811494	7.27054217176675	11.6716894652441	18.4921029151458	12.4859506862951	6.53169642260345	14.698833086398	7.57507395757561	7.74458840036022	12.0118044577016	10.4313170290566	7.27054217176674	15.015230572127	5.37415725739281	17.0694642293654	7.42849091463124	70.3319905747	5.5320060002573	3.16107485728989	2.05473365723843	57.8551322167892	9.64127331473415	6.48069845744426	3.16117485728989	5.21570851452831	1.73922922495358	15.6472255435849	17.4302395656459	3.31912360015438	4.89971102879932	5.14029304264059	1.42263868578045	0.158148742864494	0.579909741651194
TAH1	17.8351331752797	17.1096247866572	21.996517582845	20.3461348814302	1.78379331752797	23.780010900373	3.89756317533891	14.9285996207897	46.4372815637839	16.0531398577517	17.307990710827	23.3848790520334	0.264621232226367	18.2978203316759	7.72867104262121	23.8466662084295	2.09891808988663	12.8809850710354	0.0542553055454614	0.708631914219787	22.7234259714675	3.50123132699935	1.24577202754561	9.11603251180964	6.40746488148938	0.234972990696999	3.36912071088617	0.311593006886403	13.8057593838276	0.330376540282958	17.3726460188836	4.62417156396141	5.28502464452732	6.80419672982893	0.924974312792282	8.78555597152668	0.198465924169774	5.41683526064051	0.924874312792282	9.90839620848873	0.0136388263863654	7.59666042650803	3.63374194311253	10.9653811373942	2.70836763032025	1.82784156215932	1.91600393364115	0.180817685151538	7.92673696679099	2.37819109003729	0.275489469856096	0.46258715639614	0.198265924169775	0.230360048568211
TAH2	38.2847671024695	146.506103812915	118.265297385846	78.4655098040712	31.8409300654202	20.6586040305405	113.527308388016	79.9807302833769	62.1654396515346	54.9646923748325	30.8944922658541	30.1361820262012	63.8711876907536	65.5770357299724	25.7759481481972	37.1481017429902	2.05985012681614	28.4293339869823	0.0400893228507988	0.120067968552397	30.5143371460276	4.92801655774361	1.69974622115895	40.9383529412545	32.9778954248995	1.67985155973355	15.1625047930572	1.03992239412077	9.8556331154872	9.28695043574755	27.8606513072427	23.6912449891519	20.0905213508008	26.7238859477634	5.87555435730967	30.1350820262012	51.7413238563077	7.01281971678897	2.27443071895858	8.14978507626826	1e-04	13.6462843137515	5.68652679739646	13.0776016340119	9.28695043574755	37.1101916055413	10.0453606754004	2.25969674107013	12.6984465141854	4.73838899783038	1.21987434694936	0.947837799566076	0.379155119826431	2.03965546539075
TAH3	18.5536899422204	36.6276195232434	188.707357806107	22.8805331929971	25.6675632879422	23.5524576986736	45.8552984582338	66.2350977730044	7.40256956244026	12.9795297523303	8.84565064603252	14.2288466914436	0.192664144478968	4.23031117853729	26.4365198658581	8.4603223570746	0.0379203699964729	1.63444522807123	0.0188601849982365	0.0376203699964729	13.3627580412882	1.92294144478967	4.91536846953796	1.8269093725502	5.960288478848	176.777523238382	2.21133766150813	2e-04	2.11510558926865	46.3357588194312	5.28736397317161	3.26879045614245	7.59503370691924	2.88446216718451	1.44218108359226	5.19133190093213	0.48096036119742	2.21133766150813	6.05642055108749	0.673024505676387	1e-04	1.63454522807123	1.92334144478968	3.17255838390297	9.61330722394839	0.919349064913587	1.73077730031071	0.825748139922404	0.769156577915871	0.673124505676388	2e-04	0.192464144478968	1e-04	0.0377203699964729
